points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,3,,0,0,0,0,1,0%,0,0,丁冠皓,375,丁冠皓,10,1,0,0%,01:07,0,0-0,0%,0,0-0,0%,0,0-0,0%
11,10,〇,1,4,0,4,12,55%,0,1,林俊吉,90,林俊吉,11,0,4,55%,30:02,4,1-4,25%,4,3-6,50%,0,0-0,0%
8,3,,1,0,0,4,9,50%,0,1,陳振傑,148,陳振傑,0,2,4,58.14%,14:50,3,0-3,0%,3,2-3,66.67%,2,2-2,100%
0,0,,0,0,0,0,0,0%,0,0,楊盛硯,93,楊盛硯,18,0,0,0%,00:24,0,0-0,0%,0,0-0,0%,0,0-0,0%
3,3,,0,0,0,0,3,150%,0,0,吳松蔚,95,吳松蔚,30,0,0,150%,01:07,0,0-0,0%,0,1-1,100%,0,0-0,0%
0,1,,0,0,0,0,-1,0%,0,2,林耀宗,59,林耀宗,7,0,0,0%,02:30,1,0-1,0%,1,0-0,0%,0,0-0,0%
36,28,,3,5,0,5,38,86.11%,0,4,德文馬布爾,401,德文馬布爾,4,1,5,87.21%,34:47,10,8-10,80%,10,5-8,62.5%,6,5-6,83.33%
5,6,〇,1,2,0,0,5,83.33%,0,1,盧冠良,278,盧冠良,28,0,0,83.33%,14:05,2,1-2,50%,2,1-1,100%,0,0-0,0%
3,22,,0,0,0,3,6,150%,0,4,周柏臣,279,周柏臣,88,0,3,150%,29:44,0,0-0,0%,0,1-1,100%,0,0-0,0%
0,2,〇,0,2,0,1,-1,0%,0,2,錢肯尼,149,錢肯尼,23,1,1,0%,15:59,5,0-5,0%,5,0-0,0%,0,0-0,0%
9,14,,0,0,1,9,9,27.27%,0,1,忻沃克,155,忻沃克,24,0,9,35.27%,30:17,4,0-4,0%,4,2-7,28.57%,4,3-4,75%
3,5,,0,0,1,1,5,150%,0,0,簡浩,222,簡浩,21,0,1,150%,04:19,0,0-0,0%,0,1-1,100%,0,0-0,0%
4,3,〇,6,1,1,5,2,100%,0,5,吉爾貝克,212,吉爾貝克,34,1,5,54.95%,25:23,1,1-1,100%,1,0-0,0%,6,2-6,33.33%
14,15,〇,0,2,2,5,20,29.41%,6,2,布依德,213,布依德,42,5,11,35.64%,35:26,14,5-14,35.71%,14,0-3,0%,6,4-6,66.67%
