points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-3,,1,0,0,1,1,0%,0,0,賴廷恩,40,賴廷恩,0,1,1,0%,02:55,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,28,,2,7,0,2,5,0%,2,4,周桂羽,46,周桂羽,8,0,4,0%,28:04,3,0-3,0%,3,0-1,0%,0,0-0,0%
2,-3,〇,3,0,0,2,-2,25%,0,0,曾祥鈞,52,曾祥鈞,21,0,2,25%,09:12,2,1-2,50%,2,0-2,0%,0,0-0,0%
5,12,,2,3,0,4,7,41.67%,0,1,林志傑,48,林志傑,12,1,4,41.67%,21:42,2,1-2,50%,2,1-4,25%,0,0-0,0%
,,,,,,,,,,,蔡文誠,50,蔡文誠,14,,,,DNP,,,,,,,,,
0,-4,,0,0,0,1,-1,0%,0,0,陳范柏彥,270,陳范柏彥,1,0,1,0%,04:13,1,0-1,0%,1,0-1,0%,0,0-0,0%
23,24,,1,1,2,5,27,87.5%,0,1,強森,269,強森,5,0,5,89.29%,22:02,9,6-9,66.67%,9,3-3,100%,2,2-2,100%
2,-6,,1,0,0,2,6,50%,3,2,謝宗融,274,謝宗融,15,1,5,50%,08:39,2,1-2,50%,2,0-0,0%,0,0-0,0%
4,-3,,1,3,0,0,3,40%,0,1,簡廷兆,275,簡廷兆,24,0,0,40%,13:52,4,2-4,50%,4,0-1,0%,0,0-0,0%
2,29,,2,5,1,4,14,0%,3,3,伊波卡,302,伊波卡,7,3,7,34.72%,26:46,2,0-2,0%,2,0-0,0%,2,2-2,100%
13,-18,〇,1,1,0,8,16,55%,2,4,塞瑟夫,54,塞瑟夫,32,0,10,55.27%,29:21,6,4-6,66.67%,6,1-4,25%,4,2-4,50%
34,20,〇,3,5,1,10,37,51.85%,2,4,辛特力,51,辛特力,17,4,12,56.52%,43:57,15,8-15,53.33%,15,4-12,33.33%,7,6-7,85.71%
4,-4,〇,0,2,0,1,4,37.5%,1,4,洪楷傑,235,洪楷傑,11,0,2,40.98%,17:26,1,0-1,0%,1,1-3,33.33%,2,1-2,50%
4,-7,〇,2,0,0,1,0,50%,0,2,吳永盛,229,吳永盛,6,0,1,51.55%,11:51,1,0-1,0%,1,1-2,50%,2,1-2,50%
