points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,盧哲毅,83,盧哲毅,15,,,,DNP,,,,,,,,,
5,0,,0,1,0,2,8,83.33%,1,0,張伯維,45,張伯維,77,0,3,83.33%,11:43,1,1-1,100%,1,1-2,50%,0,0-0,0%
0,-8,,0,0,0,1,0,0%,0,1,陳冠全,67,陳冠全,30,0,1,0%,04:23,1,0-1,0%,1,0-0,0%,0,0-0,0%
9,-13,〇,2,4,1,2,11,45%,1,2,施晉堯,65,施晉堯,28,2,3,45%,26:17,5,3-5,60%,5,1-5,20%,0,0-0,0%
,,,,,,,,,,,邱柏璋,283,邱柏璋,6,,,,DNP,,,,,,,,,
9,0,,2,1,0,2,6,35.71%,1,3,悟空,353,悟空,3,1,3,48.91%,14:54,4,1-4,25%,4,1-3,33.33%,5,4-5,80%
0,-5,,0,0,0,1,1,0%,0,0,劉承彥,376,劉承彥,2,1,1,0%,02:00,0,0-0,0%,0,0-1,0%,0,0-0,0%
29,-18,〇,3,1,0,3,24,55.26%,4,1,鐵米,280,鐵米,0,1,7,63.15%,44:12,14,6-14,42.86%,14,3-5,60%,9,8-9,88.89%
3,-1,,0,0,0,1,4,150%,0,0,林郅為,286,林郅為,18,0,1,150%,12:58,0,0-0,0%,0,1-1,100%,0,0-0,0%
13,-7,〇,1,1,1,3,19,42.86%,10,6,丹尼爾,378,丹尼爾,35,1,13,43.68%,30:36,11,6-11,54.55%,11,0-3,0%,2,1-2,50%
,,,,,,,,,,,李睿麒,230,李睿麒,1,,,,DNP,,,,,,,,,
8,-18,〇,3,4,1,3,5,25%,0,1,陳又瑋,204,陳又瑋,4,1,3,31.06%,39:23,9,3-9,33.33%,9,0-3,0%,2,2-2,100%
11,4,,2,0,0,1,7,78.57%,0,2,王律翔,211,王律翔,8,0,1,78.57%,16:40,3,1-3,33.33%,3,3-4,75%,0,0-0,0%
6,-14,〇,1,5,2,6,9,25%,2,1,班尼特,255,班尼特,20,0,8,25.51%,36:54,2,1-2,50%,2,1-8,12.5%,4,1-4,25%
