points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
23,-2,〇,3,14,1,4,28,50%,2,1,塔克,86,塔克,55,1,6,50%,41:44,6,4-6,66.67%,6,5-17,29.41%,0,0-0,0%
,,,,,,,,,,,關達祐,58,關達祐,6,,,,DNP,,,,,,,,,
,,,,,,,,,,,丁恩迪,293,丁恩迪,1,,,,DNP,,,,,,,,,
,,,,,,,,,,,林子洧,294,林子洧,10,,,,DNP,,,,,,,,,
12,28,,0,0,0,1,12,112.5%,0,0,張鎮衙,297,張鎮衙,27,0,1,112.78%,19:53,0,0-0,0%,0,3-4,75%,3,3-3,100%
2,7,,1,5,0,1,8,50%,2,1,白曜誠,298,白曜誠,30,0,3,50%,17:38,1,1-1,100%,1,0-1,0%,0,0-0,0%
27,11,〇,3,3,1,11,35,57.14%,7,1,沃許本,299,沃許本,42,0,18,59.31%,37:05,17,9-17,52.94%,17,2-4,50%,4,3-4,75%
21,0,,2,3,0,3,22,55.88%,4,3,密克斯,364,密克斯,5,1,7,58.72%,26:20,14,8-14,57.14%,14,1-3,33.33%,2,2-2,100%
3,-5,,1,1,0,2,2,37.5%,0,1,喬楚瑜,365,喬楚瑜,7,0,2,37.5%,09:08,1,0-1,0%,1,1-3,33.33%,0,0-0,0%
,,,,,,,,,,,李學林,406,李學林,9,,,,DNP,,,,,,,,,
10,-14,〇,3,0,0,3,5,50%,0,4,李家慷,218,李家慷,12,2,3,51.23%,38:41,2,1-2,50%,2,2-6,33.33%,4,2-4,50%
9,-2,〇,1,0,0,2,8,43.75%,3,5,林正,64,林正,25,1,5,48.28%,32:37,5,2-5,40%,5,1-3,33.33%,3,2-3,66.67%
7,21,,0,1,0,0,8,83.33%,1,3,陳昱瑞,219,陳昱瑞,2,0,1,90.21%,12:03,2,1-2,50%,2,1-1,100%,2,2-2,100%
5,-19,〇,2,3,1,4,4,16.67%,3,3,盧峻翔,226,盧峻翔,69,1,7,19.41%,29:51,6,2-6,33.33%,6,0-6,0%,2,1-2,50%
