points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
30,-8,〇,3,2,1,8,24,42.31%,1,4,銳米,402,銳米,23,6,9,47.95%,43:55,10,5-10,50%,10,4-16,25%,12,8-12,66.67%
0,2,,0,1,0,1,-1,0%,0,0,盧哲毅,83,盧哲毅,15,0,1,0%,08:47,2,0-2,0%,2,0-1,0%,0,0-0,0%
9,-8,,1,0,0,2,4,27.78%,0,2,張伯維,45,張伯維,77,1,2,41.82%,21:19,4,1-4,25%,4,1-5,20%,4,4-4,100%
0,3,,1,0,0,1,2,0%,2,2,陳冠全,67,陳冠全,30,0,3,0%,04:55,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-21,〇,2,3,0,1,2,0%,2,1,施晉堯,65,施晉堯,28,1,3,0%,18:39,1,0-1,0%,1,0-2,0%,0,0-0,0%
,,,,,,,,,,,邱柏璋,283,邱柏璋,6,,,,DNP,,,,,,,,,
3,1,,0,3,0,1,5,0%,0,0,劉承彥,376,劉承彥,2,2,1,31.51%,09:23,0,0-0,0%,0,0-3,0%,4,3-4,75%
4,-8,,1,0,2,2,7,28.57%,3,4,林郅為,286,林郅為,18,2,5,28.57%,25:03,5,2-5,40%,5,0-2,0%,0,0-0,0%
2,8,〇,2,0,1,0,5,100%,2,6,丹尼爾,378,丹尼爾,35,2,2,100%,17:47,1,1-1,100%,1,0-0,0%,0,0-0,0%
48,-11,〇,1,2,0,14,54,64.52%,3,1,卡麥龍,413,卡麥龍,21,0,17,69.52%,45:30,25,17-25,68%,25,2-6,33.33%,8,8-8,100%
,,,,,,,,,,,塔壁,153,塔壁,34,,,,DNP,,,,,,,,,
,,,,,,,,,,,李睿麒,230,李睿麒,1,,,,DNP,,,,,,,,,
9,8,〇,1,6,0,5,15,33.33%,1,4,陳又瑋,204,陳又瑋,4,3,6,36.17%,30:52,10,4-10,40%,10,0-2,0%,1,1-1,100%
3,-1,,0,1,1,0,2,37.5%,0,0,王律翔,211,王律翔,8,0,0,37.5%,13:50,1,0-1,0%,1,1-3,33.33%,0,0-0,0%
