points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
7,2,〇,1,0,0,1,6,43.75%,0,2,周桂羽,46,周桂羽,8,4,1,43.75%,26:26,4,2-4,50%,4,1-4,25%,0,0-0,0%
9,-8,,2,2,1,3,9,50%,0,1,曾祥鈞,52,曾祥鈞,21,1,3,50%,22:44,8,3-8,37.5%,8,1-1,100%,0,0-0,0%
8,2,,2,5,0,6,12,44.44%,0,2,林志傑,48,林志傑,12,1,6,44.44%,22:07,2,1-2,50%,2,2-7,28.57%,0,0-0,0%
,,,,,,,,,,,蔡文誠,50,蔡文誠,14,,,,DNP,,,,,,,,,
5,8,〇,2,2,0,6,8,28.57%,2,1,石門,360,石門,9,1,8,31.73%,27:09,5,2-5,40%,5,0-2,0%,2,1-2,50%
0,-7,,0,0,0,1,0,0%,0,0,陳范柏彥,270,陳范柏彥,1,0,1,0%,02:50,0,0-0,0%,0,0-1,0%,0,0-0,0%
0,-7,,0,0,0,0,0,0%,0,1,謝宗融,274,謝宗融,15,0,0,0%,02:50,0,0-0,0%,0,0-0,0%,0,0-0,0%
4,-2,,3,2,0,2,2,25%,0,3,簡廷兆,275,簡廷兆,24,0,2,40.98%,19:50,3,1-3,33.33%,3,0-1,0%,2,2-2,100%
0,1,,0,0,0,0,0,0%,0,0,伊波卡,302,伊波卡,7,0,0,0%,00:24,0,0-0,0%,0,0-0,0%,0,0-0,0%
26,0,〇,1,4,0,9,30,61.76%,3,3,塞瑟夫,54,塞瑟夫,32,1,12,62.02%,42:35,12,6-12,50%,12,3-5,60%,9,5-9,55.56%
0,0,,2,1,0,1,0,0%,1,0,張宗憲,43,張宗憲,3,0,2,0%,07:05,1,0-1,0%,1,0-0,0%,0,0-0,0%
8,-14,,1,2,0,3,4,25%,1,2,辛特力,51,辛特力,17,0,4,34.01%,25:09,5,1-5,20%,5,1-5,20%,4,3-4,75%
9,9,〇,1,1,0,0,8,64.29%,0,3,洪楷傑,235,洪楷傑,11,2,0,64.29%,19:11,5,3-5,60%,5,1-2,50%,0,0-0,0%
10,-1,〇,0,3,0,2,12,62.5%,1,3,吳永盛,229,吳永盛,6,0,3,62.5%,21:05,3,2-3,66.67%,3,2-5,40%,0,0-0,0%
