points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-7,,0,0,0,0,0,0%,0,0,丁冠皓,375,丁冠皓,10,0,0,0%,02:04,0,0-0,0%,0,0-0,0%,0,0-0,0%
9,3,〇,2,5,0,1,6,34.62%,2,1,林俊吉,90,林俊吉,11,0,3,34.62%,27:22,8,3-8,37.5%,8,1-5,20%,0,0-0,0%
0,-7,,0,0,0,0,0,0%,0,0,李德威,94,李德威,26,0,0,0%,02:04,0,0-0,0%,0,0-0,0%,0,0-0,0%
10,10,,0,3,0,0,9,50%,1,1,陳振傑,148,陳振傑,0,0,1,56.31%,21:24,3,1-3,33.33%,3,2-5,40%,2,2-2,100%
1,-3,,0,0,0,1,0,0%,0,0,楊盛硯,93,楊盛硯,18,0,1,26.6%,02:41,0,0-0,0%,0,0-1,0%,2,1-2,50%
0,28,,1,5,0,4,9,0%,1,4,吳家駿,215,吳家駿,3,2,5,0%,24:33,1,0-1,0%,1,0-1,0%,0,0-0,0%
0,-7,,0,0,0,0,1,0%,1,0,周柏臣,279,周柏臣,88,0,1,0%,02:04,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,5,〇,0,0,0,1,1,0%,0,5,錢肯尼,149,錢肯尼,23,1,1,0%,17:56,1,0-1,0%,1,0-0,0%,0,0-0,0%
5,13,〇,1,3,0,4,3,16.67%,2,3,忻沃克,155,忻沃克,24,0,6,20.1%,32:58,5,2-5,40%,5,0-7,0%,1,1-1,100%
3,12,,2,3,0,2,4,50%,0,0,簡浩,222,簡浩,21,0,2,50%,12:58,0,0-0,0%,0,1-3,33.33%,0,0-0,0%
15,19,〇,5,1,1,11,20,45.45%,5,3,吉爾貝克,212,吉爾貝克,34,2,16,50.13%,30:37,11,5-11,45.45%,11,0-0,0%,9,5-9,55.56%
0,-7,,2,1,0,0,-1,0%,0,1,王振原,227,王振原,8,1,0,0%,02:04,1,0-1,0%,1,0-0,0%,0,0-0,0%
28,18,,3,0,1,8,32,84.38%,2,3,布依德,213,布依德,42,1,10,80.83%,27:01,13,12-13,92.31%,13,1-3,33.33%,3,1-3,33.33%
20,13,〇,0,1,0,11,29,52.63%,6,3,麥卡洛,253,麥卡洛,5,1,17,52.63%,34:14,12,7-12,58.33%,12,2-7,28.57%,0,0-0,0%
