points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
3,15,,1,2,0,4,7,75%,0,2,盧哲毅,83,盧哲毅,15,0,4,75%,12:00,0,0-0,0%,0,1-2,50%,0,0-0,0%
,,,,,,,,,,,張伯維,45,張伯維,77,,,,DNP,,,,,,,,,
2,2,,0,1,1,0,3,33.33%,0,1,陳冠全,67,陳冠全,30,1,0,33.33%,07:31,1,1-1,100%,1,0-2,0%,0,0-0,0%
1,-15,,1,0,0,2,-2,0%,0,2,施晉堯,65,施晉堯,28,2,2,8.5%,17:26,1,0-1,0%,1,0-4,0%,2,1-2,50%
,,,,,,,,,,,邱柏璋,283,邱柏璋,6,,,,DNP,,,,,,,,,
7,16,,0,1,0,0,7,62.5%,0,0,劉承彥,376,劉承彥,2,1,0,71.72%,09:14,1,1-1,100%,1,1-3,33.33%,2,2-2,100%
25,-11,〇,8,3,1,8,27,66.67%,2,4,鐵米,280,鐵米,0,0,10,78.32%,42:20,11,8-11,72.73%,11,0-1,0%,9,9-9,100%
3,5,,0,0,0,0,2,75%,0,1,林郅為,286,林郅為,18,0,0,75%,11:35,0,0-0,0%,0,1-2,50%,0,0-0,0%
5,8,,3,1,1,8,9,33.33%,2,1,比克,377,比克,11,0,10,36.34%,25:58,5,2-5,40%,5,0-1,0%,2,1-2,50%
4,-9,〇,4,1,0,8,4,25%,1,3,丹尼爾,378,丹尼爾,35,0,9,25%,29:43,5,2-5,40%,5,0-3,0%,0,0-0,0%
2,-11,〇,2,1,0,1,0,25%,0,1,呂政儒,208,呂政儒,13,1,1,25%,20:42,3,1-3,33.33%,3,0-1,0%,0,0-0,0%
13,-23,〇,1,4,0,3,15,46.43%,1,1,陳又瑋,204,陳又瑋,4,3,4,46.43%,33:55,8,5-8,62.5%,8,1-6,16.67%,0,0-0,0%
2,-9,,1,0,0,0,-2,25%,0,0,王律翔,211,王律翔,8,0,0,25%,12:08,3,1-3,33.33%,3,0-1,0%,0,0-0,0%
4,-18,〇,1,0,1,4,3,25%,1,1,班尼特,255,班尼特,20,0,5,25%,17:28,4,2-4,50%,4,0-4,0%,0,0-0,0%
