points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,丁冠皓,375,丁冠皓,10,,,,DNP,,,,,,,,,
14,-5,,2,4,0,2,15,66.67%,0,4,林俊吉,90,林俊吉,11,1,2,70.85%,27:26,7,3-7,42.86%,7,2-2,100%,2,2-2,100%
3,-3,,1,0,0,3,1,21.43%,1,0,陳振傑,148,陳振傑,0,1,4,21.43%,22:32,1,0-1,0%,1,1-6,16.67%,0,0-0,0%
,,,,,,,,,,,楊盛硯,93,楊盛硯,18,,,,DNP,,,,,,,,,
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
,,,,,,,,,,,林耀宗,59,林耀宗,7,,,,DNP,,,,,,,,,
30,-9,〇,4,2,3,9,30,64.29%,0,5,德文馬布爾,401,德文馬布爾,4,1,9,64.66%,32:28,15,9-15,60%,15,3-6,50%,5,3-5,60%
0,-13,〇,2,0,0,0,-5,0%,0,3,盧冠良,278,盧冠良,28,0,0,0%,19:47,0,0-0,0%,0,0-3,0%,0,0-0,0%
3,-10,〇,0,1,2,1,7,75%,0,4,周柏臣,279,周柏臣,88,1,1,75%,22:16,1,0-1,0%,1,1-1,100%,0,0-0,0%
0,2,,0,1,0,2,2,0%,1,1,錢肯尼,149,錢肯尼,23,0,3,0%,14:18,1,0-1,0%,1,0-1,0%,0,0-0,0%
3,-7,〇,2,3,0,1,-5,12.5%,1,1,忻沃克,155,忻沃克,24,0,2,12.5%,25:28,4,0-4,0%,4,1-8,12.5%,0,0-0,0%
0,3,,0,1,0,1,0,0%,0,0,簡浩,222,簡浩,21,0,1,0%,12:13,0,0-0,0%,0,0-2,0%,0,0-0,0%
15,-1,〇,3,1,4,6,23,62.5%,4,2,吉爾貝克,212,吉爾貝克,34,1,10,67.69%,30:16,8,5-8,62.5%,8,0-0,0%,7,5-7,71.43%
14,-12,,2,2,0,10,15,36.67%,1,3,麥卡洛,253,麥卡洛,5,1,11,41.77%,33:16,7,4-7,57.14%,7,1-8,12.5%,4,3-4,75%
