points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
17,-1,,7,2,0,4,9,46.67%,3,4,貝札尼什維利,362,貝札尼什維利,6,0,7,50.72%,32:18,11,4-11,36.36%,11,2-4,50%,4,3-4,75%
7,-5,〇,3,5,0,5,8,35%,1,1,林俊吉,90,林俊吉,11,0,6,35%,27:45,4,2-4,50%,4,1-6,16.67%,0,0-0,0%
2,-9,,1,0,0,1,-3,14.29%,0,0,陳振傑,148,陳振傑,0,1,1,14.29%,10:13,1,1-1,100%,1,0-6,0%,0,0-0,0%
,,,,,,,,,,,楊盛硯,93,楊盛硯,18,,,,DNP,,,,,,,,,
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
2,5,,0,6,0,0,5,25%,0,1,吳家駿,215,吳家駿,3,0,0,25%,24:21,2,1-2,50%,2,0-2,0%,0,0-0,0%
7,18,,2,1,0,1,10,83.33%,2,2,盧冠良,278,盧冠良,28,2,3,90.21%,12:33,1,1-1,100%,1,1-2,50%,2,2-2,100%
,,,,,,,,,,,周柏臣,279,周柏臣,88,,,,DNP,,,,,,,,,
4,-7,〇,3,1,0,0,1,50%,1,0,錢肯尼,149,錢肯尼,23,0,1,50%,23:55,4,2-4,50%,4,0-0,0%,0,0-0,0%
10,-7,〇,1,0,0,5,11,71.43%,0,1,忻沃克,155,忻沃克,24,0,5,71.43%,20:25,2,2-2,100%,2,2-5,40%,0,0-0,0%
2,8,,2,3,0,3,4,0%,1,3,簡浩,222,簡浩,21,1,4,20.49%,25:38,0,0-0,0%,0,0-4,0%,2,2-2,100%
23,10,〇,2,1,6,5,37,83.33%,9,4,吉爾貝克,212,吉爾貝克,34,2,14,74.1%,36:22,12,10-12,83.33%,12,0-0,0%,8,3-8,37.5%
,,,,,,,,,,,王振原,227,王振原,8,,,,DNP,,,,,,,,,
17,-7,〇,3,1,2,8,10,30%,1,4,麥卡洛,253,麥卡洛,5,0,9,37.54%,27:20,9,3-9,33.33%,9,2-11,18.18%,6,5-6,83.33%
