points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
24,-15,,3,5,0,3,24,43.75%,6,5,銳米,402,銳米,23,5,9,46.58%,39:26,16,6-16,37.5%,16,3-8,37.5%,4,3-4,75%
5,3,,0,1,0,0,5,83.33%,0,1,盧哲毅,83,盧哲毅,15,0,0,83.33%,06:30,1,1-1,100%,1,1-2,50%,0,0-0,0%
12,-9,〇,1,1,0,0,10,55.56%,0,4,張伯維,45,張伯維,77,3,0,60.73%,20:11,6,2-6,33.33%,6,2-3,66.67%,2,2-2,100%
2,-14,,0,0,0,0,2,100%,0,1,陳冠全,67,陳冠全,30,0,0,100%,11:18,1,1-1,100%,1,0-0,0%,0,0-0,0%
6,-4,〇,0,3,0,0,7,50%,0,2,施晉堯,65,施晉堯,28,0,0,61.48%,17:27,3,2-3,66.67%,3,0-1,0%,2,2-2,100%
2,2,,0,0,0,0,0,20%,1,0,邱柏璋,283,邱柏璋,6,1,1,20%,06:35,4,1-4,25%,4,0-1,0%,0,0-0,0%
28,-3,〇,5,1,0,10,24,50%,4,3,鐵米,280,鐵米,0,1,14,53.93%,44:24,16,8-16,50%,16,2-6,33.33%,9,6-9,66.67%
0,7,,0,1,0,0,1,0%,0,1,林郅為,286,林郅為,18,2,0,0%,11:17,1,0-1,0%,1,0-1,0%,0,0-0,0%
4,-8,,2,2,1,2,12,50%,3,2,丹尼爾,378,丹尼爾,35,3,5,69.44%,16:51,2,1-2,50%,2,0-0,0%,2,2-2,100%
6,-8,〇,2,0,0,3,4,50%,2,2,塔壁,153,塔壁,34,0,5,43.6%,12:10,6,3-6,50%,6,0-0,0%,2,0-2,0%
2,-3,,0,0,0,2,4,100%,0,0,李睿麒,230,李睿麒,1,0,2,100%,05:51,1,1-1,100%,1,0-0,0%,0,0-0,0%
6,0,〇,1,7,0,5,12,33.33%,1,2,陳又瑋,204,陳又瑋,4,0,6,33.33%,38:04,8,3-8,37.5%,8,0-1,0%,0,0-0,0%
0,-13,,0,0,0,0,-3,0%,0,2,王律翔,211,王律翔,8,0,0,0%,09:56,2,0-2,0%,2,0-1,0%,0,0-0,0%
