points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,王柏智,89,王柏智,11,,,,DNP,,,,,,,,,
,,,,,,,,,,,林力仁,76,林力仁,72,,,,DNP,,,,,,,,,
5,-13,〇,4,6,1,5,4,16.67%,0,1,林書緯,41,林書緯,1,2,5,19.41%,30:30,7,2-7,28.57%,7,0-5,0%,2,1-2,50%
14,1,〇,1,0,3,11,24,58.33%,3,0,牧倫斯,265,牧倫斯,5,0,14,58.33%,33:28,7,4-7,57.14%,7,2-5,40%,0,0-0,0%
,,,,,,,,,,,翟振皓,381,翟振皓,49,,,,DNP,,,,,,,,,
26,-11,,3,4,0,3,24,47.62%,2,3,曼尼高,337,曼尼高,55,4,5,54.99%,35:34,12,7-12,58.33%,12,2-9,22.22%,6,6-6,100%
14,-8,〇,3,1,2,2,20,100%,3,5,米歇爾,382,米歇爾,14,1,5,105.42%,23:13,4,4-4,100%,4,0-0,0%,6,6-6,100%
0,-9,,0,0,0,0,-1,0%,0,2,李威廷,288,李威廷,4,0,0,0%,03:57,1,0-1,0%,1,0-0,0%,0,0-0,0%
2,1,,1,1,2,1,5,100%,0,3,蘇士軒,290,蘇士軒,17,1,1,69.44%,14:09,1,1-1,100%,1,0-0,0%,1,0-1,0%
17,1,〇,6,2,0,5,15,59.09%,0,6,林書豪,354,林書豪,7,4,5,62.32%,30:20,8,5-8,62.5%,8,1-3,33.33%,6,4-6,66.67%
9,-3,〇,1,1,1,1,6,50%,0,2,李愷諺,233,李愷諺,9,0,1,50%,35:11,5,3-5,60%,5,1-4,25%,0,0-0,0%
0,-8,,2,0,0,2,-3,0%,0,2,陳俊男,232,陳俊男,3,0,2,0%,13:48,2,0-2,0%,2,0-1,0%,0,0-0,0%
0,-4,,2,0,0,0,-2,0%,0,1,簡祐哲,234,簡祐哲,10,0,0,0%,08:44,0,0-0,0%,0,0-0,0%,0,0-0,0%
3,3,,0,1,0,1,5,150%,0,0,洪志善,237,洪志善,24,0,1,150%,11:06,0,0-0,0%,0,1-1,100%,0,0-0,0%
