points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
19,-13,〇,5,3,1,10,24,80%,0,4,奧帝,341,奧帝,25,0,10,83.92%,30:06,4,2-4,50%,4,4-6,66.67%,3,3-3,100%
17,-15,〇,1,6,0,5,25,77.78%,1,1,楊敬敏,87,楊敬敏,6,0,6,82.36%,31:58,4,4-4,100%,4,2-5,40%,3,3-3,100%
0,-4,,1,1,0,3,-2,0%,1,1,林力仁,76,林力仁,72,0,4,0%,09:11,1,0-1,0%,1,0-5,0%,0,0-0,0%
2,-18,〇,4,5,0,2,0,12.5%,2,0,林書緯,41,林書緯,1,0,4,12.5%,32:46,5,1-5,20%,5,0-3,0%,0,0-0,0%
,,,,,,,,,,,翟振皓,381,翟振皓,49,,,,DNP,,,,,,,,,
10,-15,,2,0,0,1,9,83.33%,1,4,路易士,359,路易士,35,0,2,83.33%,20:01,6,5-6,83.33%,6,0-0,0%,0,0-0,0%
8,-17,〇,0,0,1,1,2,37.5%,1,2,米歇爾,382,米歇爾,14,1,2,36.1%,31:44,7,3-7,42.86%,7,0-1,0%,7,2-7,28.57%
2,-3,,0,0,0,0,2,0%,0,0,李威廷,288,李威廷,4,0,0,113.64%,01:54,0,0-0,0%,0,0-0,0%,2,2-2,100%
7,-7,,0,2,0,1,8,58.33%,1,0,蘇士軒,290,蘇士軒,17,0,2,58.33%,14:09,5,2-5,40%,5,1-1,100%,0,0-0,0%
0,0,,0,0,0,0,0,0%,0,0,林金榜,263,林金榜,19,0,0,0%,00:04,0,0-0,0%,0,0-0,0%,0,0-0,0%
11,-17,〇,2,6,0,1,8,35.71%,1,1,李愷諺,233,李愷諺,9,0,2,38.09%,31:43,11,5-11,45.45%,11,0-3,0%,1,1-1,100%
,,,,,,,,,,,陳俊男,232,陳俊男,3,,,,DNP,,,,,,,,,
12,-11,,1,0,0,1,9,66.67%,2,1,簡祐哲,234,簡祐哲,10,0,3,66.67%,19:14,1,0-1,0%,1,4-8,50%,0,0-0,0%
8,-10,,1,2,0,2,10,100%,0,2,洪志善,237,洪志善,24,0,2,103.09%,17:10,0,0-0,0%,0,2-3,66.67%,2,2-2,100%
