points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
14,15,,2,3,0,10,16,43.33%,2,3,貝札尼什維利,362,貝札尼什維利,6,1,12,41.77%,31:33,8,5-8,62.5%,8,1-7,14.29%,4,1-4,25%
0,0,,0,0,0,0,0,0%,0,1,丁冠皓,375,丁冠皓,10,0,0,0%,00:18,0,0-0,0%,0,0-0,0%,0,0-0,0%
19,12,〇,1,6,0,6,23,53.33%,0,3,林俊吉,90,林俊吉,11,1,6,58.21%,34:08,10,5-10,50%,10,2-5,40%,3,3-3,100%
8,8,,1,2,0,1,7,50%,1,3,陳振傑,148,陳振傑,0,1,2,50%,24:39,3,1-3,33.33%,3,2-5,40%,0,0-0,0%
0,2,,0,0,0,0,0,0%,0,0,楊盛硯,93,楊盛硯,18,0,0,0%,00:32,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
7,16,,1,3,0,2,12,75%,0,4,吳家駿,215,吳家駿,3,3,2,71.72%,29:30,3,3-3,100%,3,0-1,0%,2,1-2,50%
2,2,〇,1,5,0,2,3,14.29%,2,1,盧冠良,278,盧冠良,28,0,4,13.44%,34:00,3,1-3,33.33%,3,0-4,0%,1,0-1,0%
0,2,,0,0,0,0,0,0%,0,0,周柏臣,279,周柏臣,88,0,0,0%,00:32,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,錢肯尼,149,錢肯尼,23,,,,DNP,,,,,,,,,
5,8,〇,3,0,1,4,9,41.67%,1,0,簡浩,222,簡浩,21,5,5,41.67%,20:53,3,1-3,33.33%,3,1-3,33.33%,0,0-0,0%
20,4,〇,5,0,2,8,22,66.67%,1,4,吉爾貝克,212,吉爾貝克,34,0,9,77.16%,32:19,9,6-9,66.67%,9,0-0,0%,9,8-9,88.89%
,,,,,,,,,,,王振原,227,王振原,8,,,,DNP,,,,,,,,,
10,11,〇,1,3,2,9,14,35.71%,0,1,布依德,213,布依德,42,1,9,34.63%,31:36,9,5-9,55.56%,9,0-5,0%,1,0-1,0%
