points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,丁冠皓,375,丁冠皓,10,,,,DNP,,,,,,,,,
18,-13,〇,2,6,0,3,18,43.75%,2,4,林俊吉,90,林俊吉,11,1,5,50.68%,34:51,6,4-6,66.67%,6,2-10,20%,4,4-4,100%
,,,,,,,,,,,楊盛硯,93,楊盛硯,18,,,,DNP,,,,,,,,,
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
,,,,,,,,,,,吳家駿,215,吳家駿,3,,,,DNP,,,,,,,,,
0,2,,0,0,0,0,0,0%,0,0,林耀宗,59,林耀宗,7,0,0,0%,01:34,0,0-0,0%,0,0-0,0%,0,0-0,0%
23,4,,4,8,0,5,23,47.73%,0,4,德文馬布爾,401,德文馬布爾,4,5,5,48.4%,38:12,17,9-17,52.94%,17,1-5,20%,4,2-4,50%
25,0,〇,0,1,0,1,20,65.79%,2,1,盧冠良,278,盧冠良,28,0,3,65.79%,36:42,10,5-10,50%,10,5-9,55.56%,0,0-0,0%
0,4,,1,0,0,3,6,0%,3,1,周柏臣,279,周柏臣,88,3,6,0%,22:26,0,0-0,0%,0,0-0,0%,2,0-2,0%
9,-9,〇,0,0,0,1,5,64.29%,0,2,錢肯尼,149,錢肯尼,23,1,1,54.09%,20:36,5,3-5,60%,5,1-2,50%,3,0-3,0%
,,,,,,,,,,,忻沃克,155,忻沃克,24,,,,DNP,,,,,,,,,
9,3,,5,1,0,4,3,40.91%,1,2,簡浩,222,簡浩,21,1,5,40.91%,29:25,2,0-2,0%,2,3-9,33.33%,0,0-0,0%
9,0,〇,4,1,2,7,13,37.5%,7,5,吉爾貝克,212,吉爾貝克,34,0,14,40.61%,38:37,8,3-8,37.5%,8,0-0,0%,7,3-7,42.86%
5,-16,〇,2,3,1,6,9,25%,2,6,布依德,213,布依德,42,0,8,29.62%,17:37,6,2-6,33.33%,6,0-2,0%,1,1-1,100%
