points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
9,0,〇,0,3,0,3,8,31.25%,0,2,楊敬敏,87,楊敬敏,6,1,3,42.29%,30:09,3,1-3,33.33%,3,1-5,20%,6,4-6,66.67%
0,2,,1,0,0,1,-1,0%,0,1,王柏智,89,王柏智,11,0,1,0%,09:44,1,0-1,0%,1,0-0,0%,0,0-0,0%
8,-4,〇,5,14,0,2,17,44.44%,0,0,林書緯,41,林書緯,1,4,2,44.44%,36:12,5,1-5,20%,5,2-4,50%,0,0-0,0%
17,-10,,0,0,0,10,15,38.24%,0,1,牧倫斯,265,牧倫斯,5,0,10,45.31%,17:07,8,2-8,25%,8,3-9,33.33%,4,4-4,100%
,,,,,,,,,,,翟振皓,381,翟振皓,49,,,,DNP,,,,,,,,,
20,11,〇,3,6,0,2,18,46.88%,1,4,曼尼高,337,曼尼高,55,3,3,52.41%,32:14,11,6-11,54.55%,11,1-5,20%,7,5-7,71.43%
,,,,,,,,,,,李威廷,288,李威廷,4,,,,DNP,,,,,,,,,
,,,,,,,,,,,蘇培凱,380,蘇培凱,2,,,,DNP,,,,,,,,,
5,-8,,0,2,0,1,6,50%,0,5,林金榜,263,林金榜,19,1,1,51.23%,14:27,4,2-4,50%,4,0-0,0%,2,1-2,50%
20,17,〇,0,2,1,8,30,73.08%,3,3,戴維斯,69,戴維斯,50,1,11,72.05%,30:53,9,8-9,88.89%,9,1-4,25%,2,1-2,50%
,,,,,,,,,,,陳俊男,232,陳俊男,3,,,,DNP,,,,,,,,,
5,11,,0,0,0,0,5,25%,1,3,簡祐哲,234,簡祐哲,10,2,1,46.99%,17:16,1,1-1,100%,1,0-3,0%,3,3-3,100%
9,11,,0,0,0,0,8,112.5%,0,2,洪志善,237,洪志善,24,0,0,112.5%,13:42,0,0-0,0%,0,3-4,75%,0,0-0,0%
16,5,〇,3,1,0,7,16,57.69%,5,2,安尼奎,398,安尼奎,33,1,12,51.15%,38:16,9,6-9,66.67%,9,1-4,25%,6,1-6,16.67%
