points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
3,2,,0,0,0,0,3,150%,0,0,盧哲毅,83,盧哲毅,15,0,0,150%,03:05,0,0-0,0%,0,1-1,100%,0,0-0,0%
5,0,,0,0,0,1,4,75%,0,3,張伯維,45,張伯維,77,0,1,75.3%,12:25,1,0-1,0%,1,1-1,100%,3,2-3,66.67%
0,5,,0,0,1,2,2,0%,0,0,陳冠全,67,陳冠全,30,0,2,0%,13:01,1,0-1,0%,1,0-0,0%,0,0-0,0%
0,-19,,0,1,0,0,0,0%,1,0,施晉堯,65,施晉堯,28,0,1,0%,12:31,1,0-1,0%,1,0-1,0%,0,0-0,0%
21,-13,〇,4,6,1,1,14,44.74%,0,4,悟空,353,悟空,3,0,1,50.58%,37:39,11,7-11,63.64%,11,1-8,12.5%,4,4-4,100%
3,2,,0,2,0,0,5,150%,0,0,劉承彥,376,劉承彥,2,0,0,150%,03:05,0,0-0,0%,0,1-1,100%,0,0-0,0%
13,2,〇,2,0,0,4,16,100%,1,3,林郅為,286,林郅為,18,1,5,100.93%,32:52,3,3-3,100%,3,2-3,66.67%,1,1-1,100%
15,-13,,0,1,1,7,19,60%,3,1,比克,377,比克,11,0,10,59.34%,20:24,8,3-8,37.5%,8,2-2,100%,6,3-6,50%
2,-17,〇,2,0,1,3,3,33.33%,1,5,丹尼爾,378,丹尼爾,35,0,4,33.33%,17:12,2,1-2,50%,2,0-1,0%,0,0-0,0%
,,,,,,,,,,,李睿麒,230,李睿麒,1,,,,DNP,,,,,,,,,
2,-19,,0,1,0,0,0,20%,1,0,呂政儒,208,呂政儒,13,0,1,20%,11:40,2,1-2,50%,2,0-3,0%,0,0-0,0%
7,-11,〇,6,7,0,2,4,23.08%,3,2,陳又瑋,204,陳又瑋,4,1,5,26.04%,37:13,11,3-11,27.27%,11,0-2,0%,1,1-1,100%
0,-6,,0,0,0,0,-1,0%,0,1,王律翔,211,王律翔,8,0,0,0%,04:01,0,0-0,0%,0,0-1,0%,0,0-0,0%
23,-18,〇,2,0,1,10,25,50%,2,4,班尼特,255,班尼特,20,1,12,55.39%,34:52,11,8-11,72.73%,11,1-8,12.5%,4,4-4,100%
