points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
10,16,〇,2,7,0,5,14,41.67%,1,3,高國豪,84,高國豪,4,0,6,41.67%,37:48,9,5-9,55.56%,9,0-3,0%,0,0-0,0%
3,-6,〇,1,2,0,0,-3,18.75%,0,4,李家瑞,79,李家瑞,12,0,0,18.75%,14:39,3,0-3,0%,3,1-5,20%,0,0-0,0%
3,-2,,2,0,0,0,-1,33.33%,0,4,蕭順議,80,蕭順議,11,0,0,43.6%,04:34,1,1-1,100%,1,0-2,0%,1,1-1,100%
0,-1,,1,0,0,0,-1,0%,0,1,田浩,82,田浩,9,0,0,0%,02:01,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-6,,0,0,0,0,0,0%,1,3,施顏宗,214,施顏宗,1,0,1,0%,06:41,0,0-0,0%,0,0-1,0%,0,0-0,0%
3,13,,1,0,2,5,5,0%,0,0,霍立飛,407,霍立飛,55,0,5,41.21%,15:14,1,0-1,0%,1,0-0,0%,6,3-6,50%
0,-1,〇,0,0,0,0,-1,0%,0,1,盧冠軒,399,盧冠軒,42,0,0,0%,15:18,0,0-0,0%,0,0-1,0%,0,0-0,0%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
7,9,,0,1,0,3,9,50%,1,2,曾柏喻,301,曾柏喻,7,0,4,59.52%,26:06,4,1-4,25%,4,1-1,100%,2,2-2,100%
,,,,,,,,,,,張傑瑋,282,張傑瑋,0,,,,DNP,,,,,,,,,
37,11,〇,2,4,1,11,39,55.36%,3,3,艾夫伯,405,艾夫伯,24,3,14,58.69%,39:39,17,5-17,29.41%,17,7-11,63.64%,8,6-8,75%
14,28,,0,1,0,1,19,100%,1,4,朱雲豪,223,朱雲豪,8,4,2,101.74%,24:38,0,0-0,0%,0,4-6,66.67%,2,2-2,100%
21,9,〇,1,2,2,17,34,52.94%,1,2,克拉,369,克拉,6,1,18,55.97%,40:59,14,9-14,64.29%,14,0-3,0%,4,3-4,75%
0,15,,1,0,0,0,-2,0%,1,0,周伯勳,371,周伯勳,20,0,1,0%,12:23,2,0-2,0%,2,0-0,0%,0,0-0,0%
