points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
9,-8,,1,1,0,3,7,34.62%,2,2,楊敬敏,87,楊敬敏,6,2,5,34.62%,29:11,9,3-9,33.33%,9,1-4,25%,0,0-0,0%
2,-4,,0,1,0,2,1,16.67%,0,2,王柏智,89,王柏智,11,1,2,16.67%,17:32,5,1-5,20%,5,0-1,0%,0,0-0,0%
3,2,,0,1,0,3,3,30%,0,3,林力仁,76,林力仁,72,0,3,30%,12:30,0,0-0,0%,0,1-5,20%,0,0-0,0%
14,-1,〇,4,3,0,3,4,26.32%,3,4,林書緯,41,林書緯,1,1,6,32.35%,29:23,13,5-13,38.46%,13,0-6,0%,6,4-6,66.67%
18,-15,〇,5,6,0,8,14,42.11%,2,4,曼尼高,337,曼尼高,55,0,10,42.45%,35:11,12,5-12,41.67%,12,2-7,28.57%,5,2-5,40%
6,5,,0,0,0,1,10,50%,5,0,米歇爾,382,米歇爾,14,0,6,61.48%,08:24,4,2-4,50%,4,0-0,0%,2,2-2,100%
0,1,,0,0,0,0,0,0%,0,0,李威廷,288,李威廷,4,0,0,0%,00:41,0,0-0,0%,0,0-0,0%,0,0-0,0%
6,-4,,2,3,0,0,6,25%,1,1,林書豪,354,林書豪,7,1,1,52.08%,12:26,1,1-1,100%,1,0-3,0%,4,4-4,100%
0,1,,0,1,0,1,2,0%,0,0,林金榜,263,林金榜,19,0,1,0%,05:51,0,0-0,0%,0,0-0,0%,0,0-0,0%
4,5,〇,2,2,1,6,14,66.67%,3,2,戴維斯,69,戴維斯,50,1,9,66.67%,24:29,2,2-2,100%,2,0-1,0%,0,0-0,0%
9,-5,〇,0,1,0,3,6,40.91%,0,4,李愷諺,233,李愷諺,9,1,3,40.91%,25:03,3,0-3,0%,3,3-8,37.5%,0,0-0,0%
,,,,,,,,,,,陳俊男,232,陳俊男,3,,,,DNP,,,,,,,,,
2,-6,,0,0,0,1,1,0%,0,0,簡祐哲,234,簡祐哲,10,0,1,34.72%,05:15,0,0-0,0%,0,0-2,0%,2,2-2,100%
7,-11,〇,1,0,3,2,10,43.75%,3,3,安尼奎,398,安尼奎,33,1,5,43.75%,34:04,6,2-6,33.33%,6,1-2,50%,0,0-0,0%
