points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
8,1,〇,1,0,0,0,6,100%,0,0,關達祐,58,關達祐,6,0,0,100%,08:34,2,1-2,50%,2,2-2,100%,0,0-0,0%
19,11,,0,4,0,1,19,60.71%,2,1,周儀翔,262,周儀翔,0,1,3,63.84%,28:08,6,1-6,16.67%,6,5-8,62.5%,2,2-2,100%
,,,,,,,,,,,林子洧,294,林子洧,10,,,,DNP,,,,,,,,,
5,7,,0,2,0,0,6,83.33%,0,1,張鎮衙,297,張鎮衙,27,0,0,83.33%,15:30,1,1-1,100%,1,1-2,50%,0,0-0,0%
4,19,,0,4,0,4,12,33.33%,1,2,白曜誠,298,白曜誠,30,2,5,46.3%,26:04,2,1-2,50%,2,0-1,0%,3,2-3,66.67%
22,21,〇,2,5,0,8,25,50%,2,2,沃許本,299,沃許本,42,2,10,51.59%,41:18,17,7-17,41.18%,17,2-3,66.67%,3,2-3,66.67%
9,2,,0,0,0,4,12,64.29%,1,3,伯朗,252,伯朗,21,1,5,64.29%,19:41,3,3-3,100%,3,1-4,25%,0,0-0,0%
21,15,〇,1,6,2,9,32,52.78%,3,3,密克斯,364,密克斯,5,2,12,54.35%,33:38,15,8-15,53.33%,15,1-3,33.33%,3,2-3,66.67%
,,,,,,,,,,,喬楚瑜,365,喬楚瑜,7,,,,DNP,,,,,,,,,
,,,,,,,,,,,李學林,406,李學林,9,,,,DNP,,,,,,,,,
11,10,〇,1,1,0,2,10,83.33%,0,1,李家慷,218,李家慷,12,1,2,75.14%,23:13,3,2-3,66.67%,3,2-3,66.67%,3,1-3,33.33%
0,4,,0,1,0,1,2,0%,0,0,林正,64,林正,25,0,1,0%,01:23,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,3,,1,1,0,3,2,0%,0,2,陳昱瑞,219,陳昱瑞,2,0,3,0%,12:41,1,0-1,0%,1,0-0,0%,0,0-0,0%
14,12,〇,5,5,1,7,17,55%,0,5,盧峻翔,226,盧峻翔,69,2,7,57.38%,29:50,7,4-7,57.14%,7,1-3,33.33%,5,3-5,60%
