points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
13,-1,〇,2,8,0,6,19,50%,0,2,林俊吉,90,林俊吉,11,1,6,52.25%,26:12,6,3-6,50%,6,2-6,33.33%,1,1-1,100%
12,16,,1,0,0,6,9,33.33%,1,1,陳振傑,148,陳振傑,0,0,7,43.6%,24:21,3,1-3,33.33%,3,2-9,22.22%,4,4-4,100%
,,,,,,,,,,,楊盛硯,93,楊盛硯,18,,,,DNP,,,,,,,,,
0,-2,,0,0,0,0,0,0%,0,0,吳松蔚,95,吳松蔚,30,0,0,0%,00:32,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-2,,0,0,0,0,1,0%,1,0,林耀宗,59,林耀宗,7,0,1,0%,00:32,0,0-0,0%,0,0-0,0%,0,0-0,0%
26,7,,1,7,0,1,25,52%,2,3,德文馬布爾,401,德文馬布爾,4,4,3,50.23%,35:17,20,13-20,65%,20,0-5,0%,2,0-2,0%
0,6,〇,1,1,0,3,2,0%,0,0,盧冠良,278,盧冠良,28,1,3,0%,14:49,0,0-0,0%,0,0-2,0%,0,0-0,0%
0,9,,0,1,0,4,5,0%,1,0,周柏臣,279,周柏臣,88,0,5,0%,26:01,0,0-0,0%,0,0-1,0%,0,0-0,0%
2,6,〇,3,0,0,1,-2,33.33%,1,3,錢肯尼,149,錢肯尼,23,0,2,29.07%,12:20,1,1-1,100%,1,0-2,0%,1,0-1,0%
11,19,,2,0,0,0,4,61.11%,0,1,忻沃克,155,忻沃克,24,0,0,61.11%,28:35,1,1-1,100%,1,3-8,37.5%,0,0-0,0%
3,4,,0,1,0,1,4,75%,0,0,簡浩,222,簡浩,21,0,1,75%,11:10,0,0-0,0%,0,1-2,50%,0,0-0,0%
12,9,〇,3,0,4,11,24,100%,4,6,吉爾貝克,212,吉爾貝克,34,0,15,78.53%,28:41,5,5-5,100%,5,0-0,0%,6,2-6,33.33%
23,24,〇,0,2,1,5,29,65.38%,4,6,布依德,213,布依德,42,0,9,71.52%,31:30,11,7-11,63.64%,11,1-2,50%,7,6-7,85.71%
