points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
16,7,〇,0,7,0,2,19,50%,2,2,林俊吉,90,林俊吉,11,1,4,54.2%,30:33,6,2-6,33.33%,6,3-7,42.86%,4,3-4,75%
1,15,,0,4,0,1,6,0%,1,2,陳振傑,148,陳振傑,0,2,2,17.36%,19:25,1,0-1,0%,1,0-1,0%,2,1-2,50%
,,,,,,,,,,,楊盛硯,93,楊盛硯,18,,,,DNP,,,,,,,,,
0,-2,,0,0,0,0,-1,0%,0,0,吳松蔚,95,吳松蔚,30,0,0,0%,00:41,0,0-0,0%,0,0-1,0%,0,0-0,0%
11,18,,0,3,0,1,14,58.33%,1,1,吳家駿,215,吳家駿,3,1,2,70.88%,17:19,5,2-5,40%,5,1-1,100%,4,4-4,100%
5,-3,〇,0,0,0,1,4,41.67%,1,3,盧冠良,278,盧冠良,28,1,2,41.67%,20:51,3,1-3,33.33%,3,1-3,33.33%,0,0-0,0%
0,-2,,0,0,0,0,1,0%,1,0,周柏臣,279,周柏臣,88,0,1,0%,00:41,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-1,〇,2,1,0,1,-1,0%,0,2,錢肯尼,149,錢肯尼,23,0,1,0%,13:56,0,0-0,0%,0,0-1,0%,0,0-0,0%
21,24,,1,1,0,2,18,64.29%,1,2,忻沃克,155,忻沃克,24,1,3,68.54%,33:33,5,3-5,60%,5,4-9,44.44%,3,3-3,100%
0,1,,0,1,0,0,1,0%,0,1,簡浩,222,簡浩,21,0,0,0%,07:01,0,0-0,0%,0,0-0,0%,0,0-0,0%
12,1,〇,3,1,1,5,14,60%,2,5,吉爾貝克,212,吉爾貝克,34,2,7,63.83%,26:43,5,3-5,60%,5,0-0,0%,10,6-10,60%
0,-2,,1,0,0,0,-1,0%,0,0,王振原,227,王振原,8,0,0,0%,00:41,0,0-0,0%,0,0-0,0%,0,0-0,0%
25,22,〇,2,2,1,11,34,66.67%,2,2,布依德,213,布依德,42,4,13,67.49%,37:18,13,7-13,53.85%,13,2-2,100%,8,5-8,62.5%
18,17,,1,1,0,7,17,35.29%,5,4,麥卡洛,253,麥卡洛,5,0,12,43.86%,31:18,12,6-12,50%,12,0-5,0%,8,6-8,75%
