points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
25,-9,〇,2,3,0,5,25,61.54%,2,2,銳米,402,銳米,23,2,7,68.38%,42:28,6,2-6,33.33%,6,4-7,57.14%,12,9-12,75%
3,-6,〇,1,0,0,0,2,75%,1,2,盧哲毅,83,盧哲毅,15,0,1,75%,06:57,1,0-1,0%,1,1-1,100%,0,0-0,0%
9,-5,,0,1,1,1,8,37.5%,0,4,張伯維,45,張伯維,77,0,1,63.56%,19:55,3,0-3,0%,3,1-1,100%,7,6-7,85.71%
0,-5,,0,0,0,0,-1,0%,0,0,陳冠全,67,陳冠全,30,0,0,0%,05:17,1,0-1,0%,1,0-0,0%,0,0-0,0%
17,-7,〇,1,8,1,6,27,72.73%,0,0,施晉堯,65,施晉堯,28,1,6,71.55%,32:57,8,5-8,62.5%,8,2-3,66.67%,2,1-2,50%
0,1,,1,0,0,0,-1,0%,0,0,邱柏璋,283,邱柏璋,6,0,0,0%,00:59,0,0-0,0%,0,0-0,0%,0,0-0,0%
3,-10,,0,2,0,2,4,30%,0,2,劉承彥,376,劉承彥,2,1,2,30%,11:19,2,0-2,0%,2,1-3,33.33%,0,0-0,0%
8,-10,〇,1,1,0,1,7,87.5%,0,4,林郅為,286,林郅為,18,0,1,81.97%,18:36,2,2-2,100%,2,1-2,50%,2,1-2,50%
4,-2,,0,0,0,6,9,33.33%,1,6,丹尼爾,378,丹尼爾,35,0,7,51.55%,20:13,3,1-3,33.33%,3,0-0,0%,2,2-2,100%
22,-2,,0,4,1,5,20,36.36%,2,0,卡麥龍,413,卡麥龍,21,0,7,44.64%,36:26,18,8-18,44.44%,18,0-4,0%,6,6-6,100%
5,-16,〇,3,1,0,1,2,100%,0,6,塔壁,153,塔壁,34,0,1,75.3%,13:48,2,2-2,100%,2,0-0,0%,3,1-3,33.33%
0,2,,0,0,0,1,1,0%,0,0,李睿麒,230,李睿麒,1,0,1,0%,05:26,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,陳又瑋,204,陳又瑋,4,,,,DNP,,,,,,,,,
8,4,,2,1,0,1,6,80%,0,2,王律翔,211,王律翔,8,0,1,80%,25:39,2,1-2,50%,2,2-3,66.67%,0,0-0,0%
