points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
3,-5,〇,0,3,0,2,4,21.43%,0,2,賴廷恩,40,賴廷恩,0,2,2,21.43%,25:35,3,0-3,0%,3,1-4,25%,0,0-0,0%
8,-14,〇,3,1,0,0,7,60%,1,2,周桂羽,46,周桂羽,8,3,1,68.03%,21:04,1,0-1,0%,1,2-4,50%,2,2-2,100%
0,-5,,1,1,0,0,-2,0%,0,0,曾祥鈞,52,曾祥鈞,21,0,0,0%,06:45,1,0-1,0%,1,0-1,0%,0,0-0,0%
19,-9,〇,9,2,0,1,6,54.55%,3,4,林志傑,48,林志傑,12,0,4,59.97%,28:55,5,3-5,60%,5,2-6,33.33%,11,7-11,63.64%
2,3,,0,0,0,0,0,50%,0,0,蔡文誠,50,蔡文誠,14,1,0,34.72%,08:15,2,1-2,50%,2,0-0,0%,2,0-2,0%
,,,,,,,,,,,石博恩,53,石博恩,23,,,,DNP,,,,,,,,,
,,,,,,,,,,,謝宗融,274,謝宗融,15,,,,DNP,,,,,,,,,
2,-10,,2,1,0,0,-1,25%,1,1,簡廷兆,275,簡廷兆,24,0,1,25%,10:28,2,1-2,50%,2,0-2,0%,0,0-0,0%
7,-8,,4,0,0,5,7,43.75%,3,2,泰勒,415,泰勒,30,1,8,43.75%,25:58,6,2-6,33.33%,6,1-2,50%,0,0-0,0%
8,-20,〇,1,1,3,8,16,44.44%,1,3,伊貝,414,伊貝,44,2,9,42.37%,30:43,9,4-9,44.44%,9,0-0,0%,1,0-1,0%
16,-16,〇,1,2,0,7,21,50%,4,3,塞瑟夫,54,塞瑟夫,32,1,11,53.76%,39:19,9,4-9,44.44%,9,2-5,40%,2,2-2,100%
6,-9,,1,3,0,3,10,60%,0,2,張宗憲,43,張宗憲,3,1,3,60%,21:36,4,3-4,75%,4,0-1,0%,0,0-0,0%
3,-6,,0,0,0,0,3,150%,0,0,洪楷傑,235,洪楷傑,11,0,0,150%,06:02,0,0-0,0%,0,1-1,100%,0,0-0,0%
2,-11,,1,0,0,1,-4,14.29%,0,2,吳永盛,229,吳永盛,6,0,1,14.29%,15:20,4,1-4,25%,4,0-3,0%,0,0-0,0%
