points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,1,,0,0,0,0,0,0%,0,0,盧哲毅,83,盧哲毅,15,0,0,0%,01:30,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,-7,,1,3,0,1,2,14.29%,0,1,張伯維,45,張伯維,77,0,1,30.05%,18:53,5,1-5,20%,5,0-2,0%,3,3-3,100%
0,-4,,0,0,0,0,-2,0%,0,0,陳冠全,67,陳冠全,30,0,0,0%,05:07,0,0-0,0%,0,0-2,0%,0,0-0,0%
11,-10,〇,2,2,0,0,4,34.62%,0,4,施晉堯,65,施晉堯,28,2,0,39.63%,39:00,8,3-8,37.5%,8,1-5,20%,2,2-2,100%
,,,,,,,,,,,邱柏璋,283,邱柏璋,6,,,,DNP,,,,,,,,,
,,,,,,,,,,,劉承彥,376,劉承彥,2,,,,DNP,,,,,,,,,
0,-16,,1,0,0,0,-3,0%,0,0,鐵米,280,鐵米,0,0,0,0%,10:42,1,0-1,0%,1,0-1,0%,0,0-0,0%
0,1,,1,0,0,0,-1,0%,0,0,林郅為,286,林郅為,18,0,0,0%,02:16,0,0-0,0%,0,0-0,0%,0,0-0,0%
8,9,,0,0,1,4,16,70%,5,3,丹尼爾,378,丹尼爾,35,0,9,73.53%,16:25,4,2-4,50%,4,1-1,100%,1,1-1,100%
26,10,〇,2,2,1,7,32,72.22%,1,6,卡麥龍,413,卡麥龍,21,4,8,70.5%,31:53,14,10-14,71.43%,14,2-4,50%,1,0-1,0%
15,0,〇,3,2,1,18,28,46.67%,4,5,塔壁,153,塔壁,34,0,22,47.23%,39:30,15,7-15,46.67%,15,0-0,0%,2,1-2,50%
,,,,,,,,,,,李睿麒,230,李睿麒,1,,,,DNP,,,,,,,,,
12,1,〇,5,7,0,10,19,50%,0,2,陳又瑋,204,陳又瑋,4,2,10,50.51%,41:19,7,4-7,57.14%,7,1-4,25%,2,1-2,50%
2,-5,〇,0,2,0,2,-3,9.09%,1,2,王律翔,211,王律翔,8,0,3,9.09%,33:25,7,1-7,14.29%,7,0-4,0%,0,0-0,0%
