points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
8,26,,1,2,0,2,6,44.44%,0,0,賴廷恩,40,賴廷恩,0,1,2,44.44%,25:36,3,1-3,33.33%,3,2-6,33.33%,0,0-0,0%
5,-4,〇,1,0,0,0,3,40%,2,1,周桂羽,46,周桂羽,8,0,2,45.96%,16:18,3,2-3,66.67%,3,0-2,0%,1,1-1,100%
1,10,,0,0,0,3,2,0%,0,1,林孟學,49,林孟學,13,1,3,17.36%,09:23,0,0-0,0%,0,0-2,0%,2,1-2,50%
9,-9,〇,1,3,1,6,12,33.33%,2,3,曾祥鈞,52,曾祥鈞,21,1,8,36.17%,28:13,7,1-7,14.29%,7,2-5,40%,1,1-1,100%
11,16,,2,3,0,4,11,45.83%,1,1,林志傑,48,林志傑,12,1,5,45.83%,26:11,7,4-7,57.14%,7,1-5,20%,0,0-0,0%
0,-2,,2,0,0,0,-2,0%,0,0,蔡文誠,50,蔡文誠,14,0,0,0%,01:32,0,0-0,0%,0,0-0,0%,0,0-0,0%
1,6,,0,1,0,2,1,0%,0,0,陳范柏彥,270,陳范柏彥,1,0,2,17.36%,06:46,1,0-1,0%,1,0-1,0%,2,1-2,50%
22,11,,2,4,3,9,34,58.33%,7,5,強森,269,強森,5,0,16,58.26%,32:39,11,9-11,81.82%,11,1-7,14.29%,2,1-2,50%
0,5,,0,0,0,0,-2,0%,1,0,謝宗融,274,謝宗融,15,0,1,0%,02:06,1,0-1,0%,1,0-0,0%,2,0-2,0%
8,-16,〇,1,2,0,2,8,66.67%,0,3,簡廷兆,275,簡廷兆,24,0,2,66.67%,22:51,1,1-1,100%,1,2-5,40%,0,0-0,0%
7,5,〇,2,4,0,5,12,43.75%,1,6,塞瑟夫,54,塞瑟夫,32,2,6,43.75%,22:07,5,2-5,40%,5,1-3,33.33%,0,0-0,0%
18,4,〇,2,5,0,13,26,47.06%,1,3,辛特力,51,辛特力,17,1,14,50.34%,41:14,6,5-6,83.33%,6,2-11,18.18%,2,2-2,100%
,,,,,,,,,,,洪楷傑,235,洪楷傑,11,,,,DNP,,,,,,,,,
4,-2,,0,1,0,0,4,100%,0,0,吳永盛,229,吳永盛,6,1,0,69.44%,05:04,2,2-2,100%,2,0-0,0%,2,0-2,0%
