points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
5,15,〇,2,9,0,1,5,14.29%,0,2,高國豪,84,高國豪,4,5,1,16.8%,35:06,9,2-9,22.22%,9,0-5,0%,2,1-2,50%
3,14,〇,2,2,1,2,4,21.43%,3,4,李家瑞,79,李家瑞,12,1,5,21.43%,20:32,4,0-4,0%,4,1-3,33.33%,0,0-0,0%
7,1,〇,1,1,0,3,6,30%,2,4,蕭順議,80,蕭順議,11,2,5,32.17%,27:21,7,3-7,42.86%,7,0-3,0%,2,1-2,50%
,,,,,,,,,,,田浩,82,田浩,9,,,,DNP,,,,,,,,,
2,-4,,0,1,0,1,5,100%,1,0,施顏宗,214,施顏宗,1,0,2,100%,05:08,1,1-1,100%,1,0-0,0%,0,0-0,0%
7,17,,0,1,0,4,9,50%,1,0,盧冠軒,399,盧冠軒,42,0,5,50%,20:18,3,2-3,66.67%,3,1-4,25%,0,0-0,0%
6,9,,0,5,0,1,5,30%,0,2,曾柏喻,301,曾柏喻,7,1,1,28.74%,21:48,9,3-9,33.33%,9,0-1,0%,1,0-1,0%
4,-3,,0,0,0,2,6,50%,1,0,張傑瑋,282,張傑瑋,0,1,3,50%,05:11,4,2-4,50%,4,0-0,0%,0,0-0,0%
24,6,〇,0,2,0,4,27,75%,0,1,艾夫伯,405,艾夫伯,24,3,4,78.33%,23:56,4,3-4,75%,4,5-10,50%,3,3-3,100%
,,,,,,,,,,,王子綱,368,王子綱,3,,,,DNP,,,,,,,,,
0,9,,1,0,0,3,3,0%,1,0,朱雲豪,223,朱雲豪,8,0,4,0%,10:54,0,0-0,0%,0,0-0,0%,0,0-0,0%
16,7,〇,5,1,2,14,20,47.06%,2,4,克拉,369,克拉,6,0,16,47.06%,35:28,8,5-8,62.5%,8,2-9,22.22%,0,0-0,0%
18,15,,0,1,2,3,24,85%,1,1,狄帝,403,狄帝,21,2,4,86.21%,23:34,5,4-5,80%,5,3-5,60%,1,1-1,100%
5,4,,1,0,0,0,4,62.5%,1,2,周伯勳,371,周伯勳,20,1,1,62.5%,10:44,3,1-3,33.33%,3,1-1,100%,0,0-0,0%
