points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,丁冠皓,375,丁冠皓,10,,,,DNP,,,,,,,,,
10,-1,〇,2,6,0,4,6,23.53%,1,1,林俊吉,90,林俊吉,11,1,5,27.96%,35:06,10,1-10,10%,10,2-7,28.57%,2,2-2,100%
13,7,,2,1,0,3,7,50%,0,3,陳振傑,148,陳振傑,0,0,3,50.94%,24:28,6,4-6,66.67%,6,1-5,20%,4,2-4,50%
,,,,,,,,,,,楊盛硯,93,楊盛硯,18,,,,DNP,,,,,,,,,
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
0,-2,,0,0,0,0,0,0%,0,0,林耀宗,59,林耀宗,7,0,0,0%,02:08,0,0-0,0%,0,0-0,0%,0,0-0,0%
28,9,,2,3,0,9,25,50%,3,2,德文馬布爾,401,德文馬布爾,4,1,12,51.7%,28:09,15,6-15,40%,15,4-9,44.44%,7,4-7,57.14%
12,-10,〇,0,3,0,2,14,50%,3,2,盧冠良,278,盧冠良,28,1,5,50%,37:05,8,3-8,37.5%,8,2-4,50%,0,0-0,0%
0,-9,,0,0,0,1,1,0%,0,2,周柏臣,279,周柏臣,88,0,1,0%,06:09,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-12,〇,1,2,0,2,2,0%,0,3,錢肯尼,149,錢肯尼,23,0,2,0%,20:51,1,0-1,0%,1,0-0,0%,0,0-0,0%
,,,,,,,,,,,忻沃克,155,忻沃克,24,,,,DNP,,,,,,,,,
6,21,,1,2,0,2,8,100%,0,3,簡浩,222,簡浩,21,0,2,100%,18:32,0,0-0,0%,0,2-3,66.67%,0,0-0,0%
11,-11,〇,2,1,2,8,17,45.45%,6,3,吉爾貝克,212,吉爾貝克,34,0,14,43.1%,31:08,11,5-11,45.45%,11,0-0,0%,4,1-4,25%
16,-2,〇,2,2,0,6,19,57.69%,3,4,布依德,213,布依德,42,0,9,59.52%,36:24,11,6-11,54.55%,11,1-2,50%,1,1-1,100%
