points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,5,,0,0,0,0,-1,0%,0,1,王柏智,89,王柏智,11,0,0,0%,04:59,1,0-1,0%,1,0-0,0%,0,0-0,0%
0,9,,0,0,0,1,-2,0%,0,3,林力仁,76,林力仁,72,0,1,0%,09:24,0,0-0,0%,0,0-3,0%,0,0-0,0%
16,4,〇,3,7,0,1,11,44.44%,1,1,林書緯,41,林書緯,1,0,2,44.44%,38:04,8,5-8,62.5%,8,2-10,20%,0,0-0,0%
25,0,〇,5,0,1,18,37,63.33%,5,1,牧倫斯,265,牧倫斯,5,1,23,67.49%,36:08,14,8-14,57.14%,14,1-1,100%,8,6-8,75%
20,12,〇,4,3,0,9,27,62.5%,1,3,曼尼高,337,曼尼高,55,4,10,70.42%,33:13,6,3-6,50%,6,3-6,50%,5,5-5,100%
13,15,,1,0,4,7,26,85.71%,6,6,米歇爾,382,米歇爾,14,0,13,78.13%,13:34,7,6-7,85.71%,7,0-0,0%,3,1-3,33.33%
0,3,,0,1,0,0,1,0%,0,0,李威廷,288,李威廷,4,0,0,0%,00:54,0,0-0,0%,0,0-0,0%,0,0-0,0%
3,16,,0,0,0,2,5,50%,1,0,蘇士軒,290,蘇士軒,17,1,3,50%,13:05,0,0-0,0%,0,1-3,33.33%,0,0-0,0%
15,10,〇,2,5,1,4,16,46.15%,1,4,林書豪,354,林書豪,7,0,5,52.37%,32:45,11,3-11,27.27%,11,2-2,100%,3,3-3,100%
0,-3,,1,0,0,0,-2,0%,0,0,林金榜,263,林金榜,19,0,0,0%,03:03,1,0-1,0%,1,0-0,0%,0,0-0,0%
9,8,〇,0,0,1,1,7,44.44%,0,3,李愷諺,233,李愷諺,9,2,1,47.67%,30:20,3,1-3,33.33%,3,2-6,33.33%,1,1-1,100%
0,11,,0,1,0,1,1,0%,0,3,陳俊男,232,陳俊男,3,0,1,0%,11:13,0,0-0,0%,0,0-1,0%,0,0-0,0%
6,15,,0,0,0,1,5,75%,0,0,簡祐哲,234,簡祐哲,10,0,1,75%,13:18,1,0-1,0%,1,2-3,66.67%,0,0-0,0%
,,,,,,,,,,,洪志善,237,洪志善,24,,,,DNP,,,,,,,,,
