points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
9,-26,〇,1,0,0,2,2,26.92%,2,4,高國豪,84,高國豪,4,1,4,31.42%,31:54,8,2-8,25%,8,1-5,20%,3,2-3,66.67%
3,-5,,2,2,0,4,6,0%,2,1,李家瑞,79,李家瑞,12,3,6,22.19%,21:27,1,0-1,0%,1,0-4,0%,4,3-4,75%
,,,,,,,,,,,宋宇軒,75,宋宇軒,5,,,,DNP,,,,,,,,,
5,-9,,0,0,0,0,2,41.67%,1,0,田浩,82,田浩,9,0,1,41.67%,08:42,3,1-3,33.33%,3,1-3,33.33%,0,0-0,0%
1,0,,0,0,0,3,3,0%,0,1,施顏宗,214,施顏宗,1,0,3,56.82%,08:13,0,0-0,0%,0,0-0,0%,2,1-2,50%
7,5,〇,0,4,0,0,4,29.17%,0,1,盧冠軒,399,盧冠軒,42,2,0,29.17%,25:51,6,2-6,33.33%,6,1-6,16.67%,0,0-0,0%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
4,-12,,0,3,0,1,3,25%,0,0,曾柏喻,301,曾柏喻,7,2,1,23.7%,26:18,5,2-5,40%,5,0-3,0%,1,0-1,0%
,,,,,,,,,,,呂奇旻,303,呂奇旻,23,,,,DNP,,,,,,,,,
21,-16,〇,0,2,1,8,28,52.94%,8,4,阿提諾,304,阿提諾,31,1,16,51.17%,37:53,16,9-16,56.25%,16,0-1,0%,8,3-8,37.5%
2,-7,,1,0,0,1,2,0%,0,1,張傑瑋,282,張傑瑋,0,2,1,34.72%,07:29,2,0-2,0%,2,0-0,0%,2,2-2,100%
3,-9,〇,0,2,0,1,2,21.43%,1,1,朱雲豪,223,朱雲豪,8,1,2,21.43%,24:46,0,0-0,0%,0,1-7,14.29%,0,0-0,0%
18,-25,〇,1,1,1,5,15,40%,5,0,克拉,369,克拉,6,0,10,42.21%,35:49,12,5-12,41.67%,12,2-8,25%,3,2-3,66.67%
0,-6,,1,0,0,1,-1,0%,1,1,周伯勳,371,周伯勳,20,0,2,0%,11:38,2,0-2,0%,2,0-0,0%,0,0-0,0%
