points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
10,23,〇,1,4,0,2,13,45.45%,1,1,賴廷恩,40,賴廷恩,0,4,3,45.45%,32:12,5,2-5,40%,5,2-6,33.33%,0,0-0,0%
20,21,〇,1,2,0,3,16,44.44%,2,4,周桂羽,46,周桂羽,8,4,5,48.45%,34:07,7,2-7,28.57%,7,4-11,36.36%,6,4-6,66.67%
,,,,,,,,,,,林孟學,49,林孟學,13,,,,DNP,,,,,,,,,
2,1,,0,0,0,1,3,100%,0,0,曾祥鈞,52,曾祥鈞,21,0,1,100%,01:49,1,1-1,100%,1,0-0,0%,0,0-0,0%
8,25,〇,1,4,0,2,13,66.67%,2,1,林志傑,48,林志傑,12,1,4,66.67%,28:39,2,1-2,50%,2,2-4,50%,0,0-0,0%
0,1,,0,0,0,0,-1,0%,0,0,石博恩,53,石博恩,23,0,0,0%,01:49,0,0-0,0%,0,0-1,0%,0,0-0,0%
5,0,,2,1,0,2,5,50%,0,1,陳范柏彥,270,陳范柏彥,1,2,2,50%,16:07,2,1-2,50%,2,1-3,33.33%,0,0-0,0%
27,17,,2,4,2,10,38,75%,1,2,強森,269,強森,5,1,11,79.04%,38:00,11,9-11,81.82%,11,1-3,33.33%,7,6-7,85.71%
0,1,,1,3,0,1,2,0%,0,0,簡廷兆,275,簡廷兆,24,0,1,0%,10:20,0,0-0,0%,0,0-1,0%,0,0-0,0%
6,18,〇,2,1,2,6,11,42.86%,2,3,伊貝,414,伊貝,44,1,8,40.32%,24:40,7,3-7,42.86%,7,0-0,0%,1,0-1,0%
18,13,〇,2,2,0,9,24,66.67%,1,5,塞瑟夫,54,塞瑟夫,32,0,10,69.88%,29:42,11,8-11,72.73%,11,0-1,0%,2,2-2,100%
0,1,,0,3,0,0,1,0%,0,0,張宗憲,43,張宗憲,3,0,0,0%,05:28,2,0-2,0%,2,0-0,0%,0,0-0,0%
6,4,,3,0,0,1,1,50%,1,2,洪楷傑,235,洪楷傑,11,0,2,50%,17:07,0,0-0,0%,0,2-6,33.33%,0,0-0,0%
,,,,,,,,,,,吳永盛,229,吳永盛,6,,,,DNP,,,,,,,,,
