points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,王柏智,89,王柏智,11,,,,DNP,,,,,,,,,
13,13,〇,3,5,0,3,13,91.67%,0,1,林書緯,41,林書緯,1,1,3,75.23%,33:24,1,1-1,100%,1,3-5,60%,6,2-6,33.33%
20,2,〇,2,3,2,7,21,34.78%,6,4,牧倫斯,265,牧倫斯,5,3,13,38.34%,37:02,15,8-15,53.33%,15,0-8,0%,7,4-7,57.14%
6,22,,2,2,0,6,14,42.86%,6,2,米歇爾,382,米歇爾,14,0,12,42.86%,21:15,7,3-7,42.86%,7,0-0,0%,0,0-0,0%
6,5,,0,0,0,0,5,75%,0,1,李威廷,288,李威廷,4,1,0,75%,07:13,1,0-1,0%,1,2-3,66.67%,0,0-0,0%
3,-4,,0,2,0,3,9,75%,0,0,蘇士軒,290,蘇士軒,17,2,3,75%,12:21,1,0-1,0%,1,1-1,100%,0,0-0,0%
16,13,〇,4,2,0,5,11,32.14%,2,2,林書豪,354,林書豪,7,1,7,45.66%,35:38,13,3-13,23.08%,13,1-1,100%,8,7-8,87.5%
,,,,,,,,,,,蘇培凱,380,蘇培凱,2,,,,DNP,,,,,,,,,
,,,,,,,,,,,林金榜,263,林金榜,19,,,,DNP,,,,,,,,,
9,4,〇,1,2,0,1,7,35%,2,1,李愷諺,233,李愷諺,9,1,3,41.36%,33:47,2,2-2,100%,2,1-8,12.5%,2,2-2,100%
0,-2,,2,1,0,2,-1,0%,0,1,陳俊男,232,陳俊男,3,0,2,0%,11:59,1,0-1,0%,1,0-1,0%,0,0-0,0%
6,-3,,1,1,0,1,2,42.86%,0,0,簡祐哲,234,簡祐哲,10,0,1,42.86%,18:03,3,0-3,0%,3,2-4,50%,0,0-0,0%
0,3,,0,1,0,1,1,0%,0,0,洪志善,237,洪志善,24,0,1,0%,03:56,0,0-0,0%,0,0-1,0%,0,0-0,0%
13,2,〇,0,1,0,1,14,50%,4,4,安尼奎,398,安尼奎,33,2,5,53.28%,25:22,8,5-8,62.5%,8,0-2,0%,5,3-5,60%
