points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,丁冠皓,375,丁冠皓,10,,,,DNP,,,,,,,,,
21,-9,〇,5,3,0,3,7,35.71%,0,3,林俊吉,90,林俊吉,11,1,3,43.6%,35:29,13,3-13,23.08%,13,3-8,37.5%,7,6-7,85.71%
9,6,,1,0,0,4,8,50%,0,1,陳振傑,148,陳振傑,0,0,4,57.11%,25:31,5,2-5,40%,5,1-2,50%,2,2-2,100%
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
5,3,,0,3,0,0,7,62.5%,0,6,吳家駿,215,吳家駿,3,1,0,62.5%,13:08,3,1-3,33.33%,3,1-1,100%,0,0-0,0%
,,,,,,,,,,,林耀宗,59,林耀宗,7,,,,DNP,,,,,,,,,
15,17,,0,7,0,5,20,46.43%,2,4,德文馬布爾,401,德文馬布爾,4,1,7,47.59%,27:06,7,5-7,71.43%,7,1-7,14.29%,4,2-4,50%
5,-2,〇,0,1,0,2,7,50%,0,0,盧冠良,278,盧冠良,28,2,2,50%,20:00,1,1-1,100%,1,1-4,25%,0,0-0,0%
0,-3,,0,0,1,2,1,0%,0,0,周柏臣,279,周柏臣,88,0,2,0%,04:31,0,0-0,0%,0,0-0,0%,2,0-2,0%
2,-17,〇,1,1,0,1,2,50%,0,2,錢肯尼,149,錢肯尼,23,0,1,50%,14:07,1,1-1,100%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,忻沃克,155,忻沃克,24,,,,DNP,,,,,,,,,
15,15,,2,1,0,4,15,75%,1,3,簡浩,222,簡浩,21,1,5,75%,32:05,1,0-1,0%,1,5-9,55.56%,0,0-0,0%
8,-3,〇,1,1,2,13,20,25%,4,5,吉爾貝克,212,吉爾貝克,34,0,17,47.62%,36:12,4,1-4,25%,4,0-0,0%,10,6-10,60%
16,-17,〇,5,3,0,7,15,50%,1,3,布依德,213,布依德,42,2,8,52.22%,31:51,10,4-10,40%,10,2-4,50%,3,2-3,66.67%
