points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,6,,1,1,0,1,-1,0%,0,0,賴廷恩,40,賴廷恩,0,2,1,0%,10:37,1,0-1,0%,1,0-3,0%,0,0-0,0%
0,-3,〇,0,0,0,0,0,0%,1,1,周桂羽,46,周桂羽,8,0,1,0%,09:06,0,0-0,0%,0,0-1,0%,0,0-0,0%
5,-14,,2,1,0,2,5,66.67%,0,2,曾祥鈞,52,曾祥鈞,21,1,2,64.43%,20:18,3,2-3,66.67%,3,0-0,0%,2,1-2,50%
9,-5,,1,1,0,2,5,41.67%,0,1,林志傑,48,林志傑,12,0,2,52.08%,17:59,4,1-4,25%,4,1-2,50%,6,4-6,66.67%
3,3,,1,2,0,4,8,50%,2,1,蔡文誠,50,蔡文誠,14,0,6,52.08%,12:27,2,1-2,50%,2,0-0,0%,2,1-2,50%
4,-7,,0,0,1,8,12,25%,3,2,石門,360,石門,9,2,11,25%,21:53,7,2-7,28.57%,7,0-1,0%,0,0-0,0%
1,-5,,0,0,0,1,-2,0%,0,0,陳范柏彥,270,陳范柏彥,1,0,1,12.89%,10:44,1,0-1,0%,1,0-2,0%,2,1-2,50%
5,-7,,0,0,0,2,4,50%,0,0,謝宗融,274,謝宗融,15,0,2,51.23%,09:55,3,2-3,66.67%,3,0-1,0%,2,1-2,50%
5,-19,〇,3,1,0,0,-2,35.71%,0,1,簡廷兆,275,簡廷兆,24,0,0,35.71%,19:35,3,1-3,33.33%,3,1-4,25%,0,0-0,0%
2,-15,〇,0,0,0,3,4,50%,0,2,伊波卡,302,伊波卡,7,0,3,50%,07:08,2,1-2,50%,2,0-0,0%,0,0-0,0%
18,-15,〇,4,4,1,3,18,58.33%,1,2,塞瑟夫,54,塞瑟夫,32,2,4,61.48%,36:46,10,7-10,70%,10,0-2,0%,6,4-6,66.67%
10,-34,〇,5,2,0,2,3,45%,1,0,辛特力,51,辛特力,17,0,3,47.89%,27:18,5,0-5,0%,5,3-5,60%,1,1-1,100%
4,-14,,0,3,0,1,4,33.33%,0,4,洪楷傑,235,洪楷傑,11,0,1,33.33%,18:26,4,2-4,50%,4,0-2,0%,0,0-0,0%
5,-16,,2,2,0,1,0,31.25%,0,0,吳永盛,229,吳永盛,6,0,1,31.25%,17:48,1,1-1,100%,1,1-7,14.29%,0,0-0,0%
