points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-6,,2,1,0,5,2,0%,1,0,盧哲毅,83,盧哲毅,15,2,6,0%,19:18,1,0-1,0%,1,0-2,0%,2,0-2,0%
9,-16,〇,2,0,0,0,2,25%,0,0,張伯維,45,張伯維,77,2,0,42.29%,20:48,6,2-6,33.33%,6,0-2,0%,6,5-6,83.33%
2,-14,〇,3,0,0,3,3,50%,0,0,陳冠全,67,陳冠全,30,2,3,50%,14:05,2,1-2,50%,2,0-0,0%,0,0-0,0%
9,-17,〇,2,1,0,0,2,31.82%,2,1,施晉堯,65,施晉堯,28,1,2,36.53%,22:32,9,2-9,22.22%,9,1-2,50%,3,2-3,66.67%
0,5,,0,1,0,0,-2,0%,2,0,邱柏璋,283,邱柏璋,6,1,2,0%,08:10,5,0-5,0%,5,0-1,0%,0,0-0,0%
0,-7,,1,1,0,0,-3,0%,0,0,劉承彥,376,劉承彥,2,1,0,0%,09:21,1,0-1,0%,1,0-1,0%,2,0-2,0%
,,,,,,,,,,,鐵米,280,鐵米,0,,,,DNP,,,,,,,,,
22,-6,,2,1,0,4,28,90%,3,4,丹尼爾,378,丹尼爾,35,2,7,90.16%,23:35,9,9-9,100%,9,0-1,0%,5,4-5,80%
16,-20,〇,1,2,2,5,21,66.67%,0,2,塔壁,153,塔壁,34,1,5,66.67%,28:51,12,8-12,66.67%,12,0-0,0%,0,0-0,0%
8,7,,0,2,0,2,12,66.67%,3,0,李睿麒,230,李睿麒,1,0,5,66.67%,21:23,4,1-4,25%,4,2-2,100%,0,0-0,0%
6,-14,,5,6,2,3,8,27.27%,3,3,陳又瑋,204,陳又瑋,4,1,6,27.27%,26:35,8,3-8,37.5%,8,0-3,0%,0,0-0,0%
15,2,,1,1,1,6,14,46.88%,1,1,王律翔,211,王律翔,8,2,7,45.62%,28:24,7,3-7,42.86%,7,3-9,33.33%,1,0-1,0%
6,-4,〇,3,3,0,2,9,75%,0,2,楊和,400,楊和,24,2,2,75%,16:58,4,3-4,75%,4,0-0,0%,0,0-0,0%
