points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-16,,0,1,0,0,-4,0%,1,3,王柏智,89,王柏智,11,0,1,0%,14:02,3,0-3,0%,3,0-3,0%,0,0-0,0%
3,-24,,0,0,0,1,-2,21.43%,0,1,林力仁,76,林力仁,72,0,1,21.43%,11:56,2,0-2,0%,2,1-5,20%,0,0-0,0%
2,-14,〇,3,7,3,2,7,16.67%,1,3,林書緯,41,林書緯,1,1,3,15.53%,35:18,3,1-3,33.33%,3,0-3,0%,1,0-1,0%
,,,,,,,,,,,翟振皓,381,翟振皓,49,,,,DNP,,,,,,,,,
18,-9,〇,2,4,0,9,11,28.26%,0,3,曼尼高,337,曼尼高,55,3,9,33.38%,37:30,19,5-19,26.32%,19,1-4,25%,9,5-9,55.56%
13,-10,〇,2,1,1,7,20,66.67%,4,3,米歇爾,382,米歇爾,14,1,11,62.98%,29:05,7,6-7,85.71%,7,0-2,0%,3,1-3,33.33%
12,2,〇,1,1,1,2,10,60%,0,1,李威廷,288,李威廷,4,0,2,60%,23:33,5,3-5,60%,5,2-5,40%,0,0-0,0%
6,0,〇,0,0,2,10,13,30%,2,4,蘇士軒,290,蘇士軒,17,0,12,30%,30:20,6,3-6,50%,6,0-4,0%,0,0-0,0%
3,0,,0,0,0,0,3,150%,0,0,蘇培凱,380,蘇培凱,2,0,0,150%,05:23,0,0-0,0%,0,1-1,100%,0,0-0,0%
0,-7,,0,1,0,0,-2,0%,0,0,陳俊男,232,陳俊男,3,0,0,0%,06:52,3,0-3,0%,3,0-0,0%,0,0-0,0%
6,-2,,1,0,0,0,4,60%,1,0,簡祐哲,234,簡祐哲,10,1,1,60%,13:39,1,0-1,0%,1,2-4,50%,0,0-0,0%
5,-9,,0,1,0,0,5,83.33%,0,2,洪志善,237,洪志善,24,0,0,83.33%,09:49,1,1-1,100%,1,1-2,50%,0,0-0,0%
2,-16,,1,0,0,3,3,0%,1,1,安尼奎,398,安尼奎,33,0,4,34.72%,22:33,1,0-1,0%,1,0-1,0%,2,2-2,100%
