points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
4,-5,,0,0,0,1,4,50%,0,3,王柏智,89,王柏智,11,1,1,50%,09:23,3,2-3,66.67%,3,0-1,0%,0,0-0,0%
17,13,,2,0,0,3,15,94.44%,1,2,林力仁,76,林力仁,72,1,4,86.03%,22:36,1,1-1,100%,1,5-8,62.5%,2,0-2,0%
16,18,〇,9,10,1,5,12,34.21%,3,2,林書緯,41,林書緯,1,0,8,38.54%,36:55,15,5-15,33.33%,15,1-4,25%,4,3-4,75%
,,,,,,,,,,,翟振皓,381,翟振皓,49,,,,DNP,,,,,,,,,
17,17,〇,2,7,1,14,27,38.24%,1,2,曼尼高,337,曼尼高,55,2,15,43.28%,39:19,12,5-12,41.67%,12,1-5,20%,6,4-6,66.67%
13,3,〇,1,3,1,4,16,50%,3,4,米歇爾,382,米歇爾,14,0,7,50.47%,28:13,9,6-9,66.67%,9,0-3,0%,2,1-2,50%
,,,,,,,,,,,李威廷,288,李威廷,4,,,,DNP,,,,,,,,,
11,18,〇,1,1,0,7,20,75%,2,2,蘇士軒,290,蘇士軒,17,2,9,79.94%,31:14,5,3-5,60%,5,1-1,100%,2,2-2,100%
0,0,,0,0,0,0,0,0%,0,0,蘇培凱,380,蘇培凱,2,0,0,0%,00:25,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,3,,0,0,0,0,7,125%,1,2,林金榜,263,林金榜,19,3,1,86.81%,08:33,1,1-1,100%,1,1-1,100%,2,0-2,0%
0,-2,,0,0,0,0,0,0%,0,0,陳俊男,232,陳俊男,3,0,0,0%,00:51,0,0-0,0%,0,0-0,0%,0,0-0,0%
5,2,〇,1,0,0,0,-1,35.71%,0,4,簡祐哲,234,簡祐哲,10,0,0,35.71%,25:24,2,1-2,50%,2,1-5,20%,0,0-0,0%
0,-5,,0,1,0,1,2,0%,0,1,洪志善,237,洪志善,24,1,1,0%,13:11,0,0-0,0%,0,0-1,0%,0,0-0,0%
7,13,,2,0,0,4,8,37.5%,4,2,安尼奎,398,安尼奎,33,1,8,39.41%,23:56,7,3-7,42.86%,7,0-1,0%,2,1-2,50%
