points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,4,,0,2,0,0,1,0%,0,2,關達祐,58,關達祐,6,0,0,0%,04:41,0,0-0,0%,0,0-1,0%,0,0-0,0%
,,,,,,,,,,,林子洧,294,林子洧,10,,,,DNP,,,,,,,,,
8,3,〇,1,1,0,0,5,66.67%,0,2,張鎮衙,297,張鎮衙,27,0,0,66.67%,28:32,1,1-1,100%,1,2-5,40%,0,0-0,0%
12,2,〇,2,8,0,4,18,61.11%,0,3,白曜誠,298,白曜誠,30,3,4,55.76%,35:26,7,4-7,57.14%,7,1-2,50%,4,1-4,25%
17,5,〇,2,1,5,11,27,50%,3,2,伯朗,252,伯朗,21,0,14,58.06%,40:46,5,3-5,60%,5,2-7,28.57%,6,5-6,83.33%
24,4,〇,4,1,0,4,24,50%,5,5,勞倫斯,363,勞倫斯,3,2,9,63.69%,31:35,10,7-10,70%,10,0-4,0%,11,10-11,90.91%
20,-1,,5,0,1,9,21,50%,4,3,密克斯,364,密克斯,5,2,13,53.3%,33:39,15,7-15,46.67%,15,1-2,50%,4,3-4,75%
,,,,,,,,,,,喬楚瑜,365,喬楚瑜,7,,,,DNP,,,,,,,,,
,,,,,,,,,,,李學林,406,李學林,9,,,,DNP,,,,,,,,,
12,3,,5,5,0,5,13,56.25%,1,5,李家慷,218,李家慷,12,0,6,61.48%,38:28,5,3-5,60%,5,1-3,33.33%,4,3-4,75%
,,,,,,,,,,,林正,64,林正,25,,,,DNP,,,,,,,,,
2,-3,,0,1,0,0,1,33.33%,0,0,陳昱瑞,219,陳昱瑞,2,0,0,33.33%,08:14,2,1-2,50%,2,0-1,0%,0,0-0,0%
15,3,〇,3,4,0,5,13,29.41%,2,5,盧峻翔,226,盧峻翔,69,3,7,39.06%,43:39,5,2-5,40%,5,2-12,16.67%,5,5-5,100%
