points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
9,-9,,1,0,1,11,14,35.71%,1,0,梅克,412,梅克,2,0,12,46.68%,19:52,5,1-5,20%,5,1-2,50%,6,4-6,66.67%
6,1,,0,3,0,1,9,60%,0,2,賴廷恩,40,賴廷恩,0,1,1,60%,11:16,4,3-4,75%,4,0-1,0%,0,0-0,0%
9,4,〇,0,2,1,1,13,56.25%,2,1,周桂羽,46,周桂羽,8,2,3,56.25%,29:59,4,3-4,75%,4,1-4,25%,0,0-0,0%
9,8,〇,1,0,0,2,8,62.5%,0,2,曾祥鈞,52,曾祥鈞,21,0,2,78.13%,14:29,2,1-2,50%,2,1-2,50%,4,4-4,100%
2,-5,,0,0,0,1,2,50%,0,0,蔡文誠,50,蔡文誠,14,0,1,50%,03:07,1,1-1,100%,1,0-1,0%,0,0-0,0%
10,-7,,1,0,0,2,7,44.44%,2,2,石博恩,53,石博恩,23,0,4,50.61%,21:41,3,1-3,33.33%,3,2-6,33.33%,2,2-2,100%
13,2,〇,4,1,0,1,6,35.71%,1,4,賽爾登,410,賽爾登,4,3,2,42.43%,35:09,10,5-10,50%,10,0-4,0%,3,3-3,100%
,,,,,,,,,,,謝宗融,274,謝宗融,15,,,,DNP,,,,,,,,,
0,-2,〇,0,2,0,1,-1,0%,0,2,簡廷兆,275,簡廷兆,24,0,1,0%,20:38,1,0-1,0%,1,0-3,0%,0,0-0,0%
27,1,〇,2,5,4,11,41,66.67%,5,4,塞瑟夫,54,塞瑟夫,32,1,16,65.41%,39:50,12,9-12,75%,12,2-6,33.33%,6,3-6,50%
7,-3,,5,4,0,1,-1,31.25%,0,2,張宗憲,43,張宗憲,3,1,1,34.31%,29:08,4,1-4,25%,4,1-4,25%,5,2-5,40%
,,,,,,,,,,,洪楷傑,235,洪楷傑,11,,,,DNP,,,,,,,,,
0,7,,0,0,0,0,-2,0%,1,0,張文平,239,張文平,10,0,1,0%,08:26,1,0-1,0%,1,0-2,0%,0,0-0,0%
0,-7,,0,1,0,0,2,0%,1,2,吳永盛,229,吳永盛,6,0,1,0%,06:25,0,0-0,0%,0,0-0,0%,0,0-0,0%
