points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
17,13,,2,3,1,4,12,37.5%,1,3,銳米,402,銳米,23,0,5,45.6%,30:48,11,3-11,27.27%,11,2-5,40%,6,5-6,83.33%
0,-4,,0,0,0,0,-2,0%,0,1,盧哲毅,83,盧哲毅,15,0,0,0%,07:01,0,0-0,0%,0,0-2,0%,0,0-0,0%
15,5,,1,0,0,5,12,53.85%,1,4,張伯維,45,張伯維,77,0,6,54.03%,18:29,7,4-7,57.14%,7,2-6,33.33%,2,1-2,50%
0,4,,0,0,0,0,1,0%,0,0,陳冠全,67,陳冠全,30,1,0,0%,07:49,0,0-0,0%,0,0-0,0%,0,0-0,0%
3,8,〇,0,5,0,5,12,50%,0,2,施晉堯,65,施晉堯,28,1,5,50%,22:30,2,0-2,0%,2,1-1,100%,0,0-0,0%
,,,,,,,,,,,邱柏璋,283,邱柏璋,6,,,,DNP,,,,,,,,,
,,,,,,,,,,,劉承彥,376,劉承彥,2,,,,DNP,,,,,,,,,
21,-1,〇,3,3,1,13,27,55.56%,3,1,鐵米,280,鐵米,0,0,16,55.61%,42:58,7,4-7,57.14%,7,4-11,36.36%,2,1-2,50%
,,,,,,,,,,,林郅為,286,林郅為,18,,,,DNP,,,,,,,,,
8,9,,2,1,1,7,15,133.33%,2,2,丹尼爾,378,丹尼爾,35,0,9,103.09%,22:59,1,1-1,100%,1,2-2,100%,2,0-2,0%
6,6,〇,3,3,2,8,17,66.67%,2,5,塔壁,153,塔壁,34,1,10,69.44%,22:14,3,2-3,66.67%,3,0-0,0%,3,2-3,66.67%
,,,,,,,,,,,李睿麒,230,李睿麒,1,,,,DNP,,,,,,,,,
8,9,〇,1,5,2,3,13,20%,1,2,陳又瑋,204,陳又瑋,4,1,4,46.95%,32:25,2,1-2,50%,2,0-3,0%,8,6-8,75%
13,-4,〇,2,1,0,1,6,54.17%,0,1,王律翔,211,王律翔,8,0,1,54.17%,32:47,5,2-5,40%,5,3-7,42.86%,0,0-0,0%
