points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
5,-10,〇,2,5,0,3,2,8.33%,0,2,塔克,86,塔克,55,3,3,18.17%,31:51,4,1-4,25%,4,0-8,0%,4,3-4,75%
2,-3,,0,0,0,0,3,100%,1,1,關達祐,58,關達祐,6,0,1,100%,02:56,1,1-1,100%,1,0-0,0%,0,0-0,0%
2,-3,〇,1,0,1,8,11,25%,4,1,丁恩迪,293,丁恩迪,1,0,12,25%,21:44,3,1-3,33.33%,3,0-1,0%,0,0-0,0%
,,,,,,,,,,,林子洧,294,林子洧,10,,,,DNP,,,,,,,,,
2,-5,,0,1,0,1,4,33.33%,1,0,張鎮衙,297,張鎮衙,27,1,2,33.33%,11:27,1,1-1,100%,1,0-2,0%,0,0-0,0%
2,0,,1,7,0,1,5,16.67%,1,1,白曜誠,298,白曜誠,30,0,2,16.67%,23:17,5,1-5,20%,5,0-1,0%,0,0-0,0%
23,-1,,1,0,1,6,28,62.5%,4,0,沃許本,299,沃許本,42,3,10,64.75%,30:12,12,7-12,58.33%,12,2-4,50%,4,3-4,75%
22,-3,〇,3,1,0,1,17,57.14%,1,5,密克斯,364,密克斯,5,2,2,64.4%,31:24,10,8-10,80%,10,0-4,0%,7,6-7,85.71%
,,,,,,,,,,,喬楚瑜,365,喬楚瑜,7,,,,DNP,,,,,,,,,
,,,,,,,,,,,李學林,406,李學林,9,,,,DNP,,,,,,,,,
8,-3,〇,2,1,0,1,5,28.57%,0,3,李家慷,218,李家慷,12,2,1,45.66%,36:14,4,2-4,50%,4,0-3,0%,4,4-4,100%
4,-5,,0,0,0,1,6,50%,2,1,林正,64,林正,25,0,3,69.44%,12:24,1,1-1,100%,1,0-1,0%,2,2-2,100%
2,-1,,1,0,0,1,1,33.33%,0,2,陳昱瑞,219,陳昱瑞,2,1,1,33.33%,14:16,2,1-2,50%,2,0-1,0%,0,0-0,0%
20,4,〇,2,2,0,1,13,47.06%,2,5,盧峻翔,226,盧峻翔,69,1,3,53.3%,24:15,6,2-6,33.33%,6,4-11,36.36%,4,4-4,100%
