points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
6,-2,,2,2,0,1,5,75%,0,2,賴廷恩,40,賴廷恩,0,0,1,75%,09:06,1,0-1,0%,1,2-3,66.67%,0,0-0,0%
13,7,〇,1,3,0,1,16,72.22%,0,4,周桂羽,46,周桂羽,8,3,1,72.22%,19:09,6,5-6,83.33%,6,1-3,33.33%,0,0-0,0%
2,-16,,2,0,0,2,0,33.33%,0,0,曾祥鈞,52,曾祥鈞,21,0,2,33.33%,10:33,2,1-2,50%,2,0-1,0%,0,0-0,0%
9,-15,,1,4,0,3,12,30%,1,2,林志傑,48,林志傑,12,3,4,39.75%,25:20,5,3-5,60%,5,0-5,0%,3,3-3,100%
8,-6,,2,0,0,3,8,66.67%,1,3,蔡文誠,50,蔡文誠,14,0,4,66.67%,13:25,5,4-5,80%,5,0-1,0%,0,0-0,0%
,,,,,,,,,,,陳范柏彥,270,陳范柏彥,1,,,,DNP,,,,,,,,,
0,-3,,0,0,0,1,1,0%,0,0,謝宗融,274,謝宗融,15,0,1,0%,03:47,0,0-0,0%,0,0-0,0%,0,0-0,0%
8,9,〇,1,1,0,2,8,66.67%,1,1,簡廷兆,275,簡廷兆,24,0,3,66.67%,22:57,4,1-4,25%,4,2-2,100%,0,0-0,0%
0,21,〇,4,3,0,4,2,0%,1,4,伊波卡,302,伊波卡,7,1,5,0%,23:09,3,0-3,0%,3,0-0,0%,0,0-0,0%
16,12,〇,1,1,1,8,19,57.69%,1,5,塞瑟夫,54,塞瑟夫,32,0,9,57.64%,30:54,12,6-12,50%,12,1-1,100%,2,1-2,50%
29,-8,〇,2,5,1,7,31,44%,7,2,辛特力,51,辛特力,17,1,14,50.84%,42:27,14,5-14,35.71%,14,4-11,36.36%,8,7-8,87.5%
3,3,,0,1,0,1,3,37.5%,1,0,洪楷傑,235,洪楷傑,11,0,2,37.5%,09:15,1,0-1,0%,1,1-3,33.33%,0,0-0,0%
3,-13,,3,0,0,1,1,50%,0,1,吳永盛,229,吳永盛,6,1,1,61.48%,07:19,2,1-2,50%,2,0-0,0%,1,1-1,100%
9,-14,,3,2,0,6,14,112.5%,1,3,布朗,243,布朗,99,0,7,112.5%,22:39,1,0-1,0%,1,3-3,100%,0,0-0,0%
