points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
8,-4,〇,1,2,0,3,11,80%,0,3,關達祐,58,關達祐,6,1,3,80%,23:10,3,1-3,33.33%,3,2-2,100%,0,0-0,0%
9,-10,,0,3,0,0,1,33.33%,0,3,周儀翔,262,周儀翔,0,0,0,37.25%,24:22,2,0-2,0%,2,2-7,28.57%,7,3-7,42.86%
,,,,,,,,,,,林子洧,294,林子洧,10,,,,DNP,,,,,,,,,
7,1,〇,0,2,0,1,7,58.33%,0,3,張鎮衙,297,張鎮衙,27,0,1,58.33%,27:13,2,2-2,100%,2,1-4,25%,0,0-0,0%
17,2,〇,3,6,0,8,22,40%,3,1,沃許本,299,沃許本,42,2,11,47.01%,40:06,14,6-14,42.86%,14,0-1,0%,7,5-7,71.43%
2,-7,〇,1,2,2,4,0,6.67%,4,3,伯朗,252,伯朗,21,1,8,6.67%,28:10,7,1-7,14.29%,7,0-8,0%,0,0-0,0%
13,-1,,2,2,0,5,15,54.17%,3,2,密克斯,364,密克斯,5,0,8,54.17%,27:44,9,5-9,55.56%,9,1-3,33.33%,0,0-0,0%
,,,,,,,,,,,喬楚瑜,365,喬楚瑜,7,,,,DNP,,,,,,,,,
,,,,,,,,,,,陳昱翰,409,陳昱翰,8,,,,DNP,,,,,,,,,
2,-4,,0,1,0,2,5,50%,0,0,李學林,406,李學林,9,1,2,50%,17:05,2,1-2,50%,2,0-0,0%,0,0-0,0%
,,,,,,,,,,,林正,64,林正,25,,,,DNP,,,,,,,,,
3,5,,4,1,1,1,4,150%,1,4,陳昱瑞,219,陳昱瑞,2,1,2,150%,12:59,0,0-0,0%,0,1-1,100%,0,0-0,0%
23,3,〇,1,4,0,3,19,50%,0,4,盧峻翔,226,盧峻翔,69,4,3,50.8%,39:11,13,7-13,53.85%,13,2-7,28.57%,6,3-6,50%
