points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
24,-14,〇,3,2,0,2,16,50%,1,3,銳米,402,銳米,23,2,3,55.76%,42:31,11,6-11,54.55%,11,2-7,28.57%,8,6-8,75%
,,,,,,,,,,,盧哲毅,83,盧哲毅,15,,,,DNP,,,,,,,,,
8,-5,,0,0,0,0,5,60%,0,1,張伯維,45,張伯維,77,0,0,68.03%,14:37,1,0-1,0%,1,2-4,50%,2,2-2,100%
0,3,〇,1,2,0,2,0,0%,1,1,陳冠全,67,陳冠全,30,0,3,0%,16:22,1,0-1,0%,1,0-3,0%,0,0-0,0%
10,-30,〇,0,3,0,3,14,71.43%,1,3,施晉堯,65,施晉堯,28,2,4,63.45%,32:05,4,2-4,50%,4,2-3,66.67%,2,0-2,0%
,,,,,,,,,,,邱柏璋,283,邱柏璋,6,,,,DNP,,,,,,,,,
,,,,,,,,,,,劉承彥,376,劉承彥,2,,,,DNP,,,,,,,,,
9,-26,〇,3,7,0,11,16,28.57%,3,2,鐵米,280,鐵米,0,0,14,30.24%,38:06,12,4-12,33.33%,12,0-2,0%,2,1-2,50%
3,2,,0,0,0,2,-1,21.43%,0,1,林郅為,286,林郅為,18,0,2,21.43%,17:51,1,0-1,0%,1,1-6,16.67%,0,0-0,0%
0,-19,,0,1,0,2,1,0%,1,1,丹尼爾,378,丹尼爾,35,0,3,0%,08:18,2,0-2,0%,2,0-1,0%,0,0-0,0%
7,2,,1,1,1,4,8,42.86%,0,0,塔壁,153,塔壁,34,1,4,44.42%,15:23,7,3-7,42.86%,7,0-0,0%,2,1-2,50%
,,,,,,,,,,,李睿麒,230,李睿麒,1,,,,DNP,,,,,,,,,
14,-1,〇,1,3,0,3,12,50%,1,2,陳又瑋,204,陳又瑋,4,0,4,50%,34:31,8,4-8,50%,8,2-6,33.33%,0,0-0,0%
3,-7,,2,0,0,4,1,30%,0,1,王律翔,211,王律翔,8,0,4,30%,20:16,2,0-2,0%,2,1-3,33.33%,0,0-0,0%
