points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,-3,,0,0,0,0,2,50%,1,0,丁冠皓,375,丁冠皓,10,0,1,50%,01:33,2,1-2,50%,2,0-0,0%,0,0-0,0%
18,-13,〇,4,6,0,2,17,53.85%,1,3,林俊吉,90,林俊吉,11,4,3,57.54%,35:52,6,1-6,16.67%,6,4-7,57.14%,6,4-6,66.67%
0,-3,,0,0,0,0,-1,0%,0,0,楊盛硯,93,楊盛硯,18,0,0,0%,01:33,0,0-0,0%,0,0-1,0%,0,0-0,0%
0,-3,,0,0,0,0,-1,0%,0,0,吳松蔚,95,吳松蔚,30,0,0,0%,01:33,0,0-0,0%,0,0-1,0%,0,0-0,0%
0,-9,,0,1,0,1,-1,0%,0,0,吳家駿,215,吳家駿,3,0,1,0%,06:32,1,0-1,0%,1,0-2,0%,0,0-0,0%
0,-7,,0,0,0,2,3,0%,1,0,林耀宗,59,林耀宗,7,0,3,0%,02:48,0,0-0,0%,0,0-0,0%,0,0-0,0%
13,-25,,6,3,1,5,5,28.57%,0,0,德文馬布爾,401,德文馬布爾,4,3,5,36.19%,32:16,11,4-11,36.36%,11,0-3,0%,9,5-9,55.56%
6,-24,〇,2,2,0,3,6,60%,0,0,盧冠良,278,盧冠良,28,0,3,60%,23:56,0,0-0,0%,0,2-5,40%,0,0-0,0%
4,-10,,2,2,0,3,6,66.67%,2,3,周柏臣,279,周柏臣,88,0,5,51.55%,21:09,2,2-2,100%,2,0-1,0%,2,0-2,0%
14,-16,〇,0,1,0,2,12,46.43%,0,4,錢肯尼,149,錢肯尼,23,3,2,48.48%,25:27,12,5-12,41.67%,12,1-2,50%,1,1-1,100%
,,,,,,,,,,,忻沃克,155,忻沃克,24,,,,DNP,,,,,,,,,
3,-20,,0,1,1,5,5,21.43%,0,3,簡浩,222,簡浩,21,1,5,21.43%,29:25,0,0-0,0%,0,1-7,14.29%,0,0-0,0%
6,-4,〇,2,0,1,6,8,60%,0,6,吉爾貝克,212,吉爾貝克,34,2,6,47.47%,19:46,5,3-5,60%,5,0-0,0%,3,0-3,0%
16,-23,〇,4,5,1,4,17,50%,2,5,布依德,213,布依德,42,2,6,50.38%,38:10,11,6-11,54.55%,11,1-4,25%,2,1-2,50%
