points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
17,1,,1,4,0,4,15,23.08%,1,0,銳米,402,銳米,23,2,5,45.41%,26:57,9,3-9,33.33%,9,0-4,0%,13,11-13,84.62%
0,-11,,0,0,0,1,-2,0%,0,1,張伯維,45,張伯維,77,0,1,0%,17:04,1,0-1,0%,1,0-2,0%,0,0-0,0%
3,8,,0,0,0,1,0,30%,0,0,陳冠全,67,陳冠全,30,0,1,30%,11:01,0,0-0,0%,0,1-5,20%,0,0-0,0%
13,15,〇,0,1,0,2,12,78.57%,0,4,施晉堯,65,施晉堯,28,0,2,78.13%,18:03,3,1-3,33.33%,3,3-4,75%,3,2-3,66.67%
,,,,,,,,,,,邱柏璋,283,邱柏璋,6,,,,DNP,,,,,,,,,
0,7,,0,0,0,0,-1,0%,0,1,劉承彥,376,劉承彥,2,0,0,0%,02:26,1,0-1,0%,1,0-0,0%,0,0-0,0%
14,-1,〇,3,2,1,9,18,42.31%,0,4,鐵米,280,鐵米,0,3,9,48.88%,24:57,7,4-7,57.14%,7,1-6,16.67%,3,3-3,100%
6,-7,,0,1,1,1,7,50%,1,1,林郅為,286,林郅為,18,0,2,55.15%,14:50,3,1-3,33.33%,3,1-2,50%,1,1-1,100%
2,3,,0,0,1,1,6,100%,1,0,丹尼爾,378,丹尼爾,35,1,2,100%,02:59,1,1-1,100%,1,0-0,0%,0,0-0,0%
8,8,〇,1,3,2,16,28,37.5%,2,4,塔壁,153,塔壁,34,3,18,45.05%,44:06,8,3-8,37.5%,8,0-0,0%,2,2-2,100%
,,,,,,,,,,,李睿麒,230,李睿麒,1,,,,DNP,,,,,,,,,
3,-2,〇,2,2,0,1,0,25%,0,0,呂政儒,208,呂政儒,13,1,1,25%,21:37,0,0-0,0%,0,1-6,16.67%,0,0-0,0%
12,1,〇,3,3,0,3,11,40%,1,0,陳又瑋,204,陳又瑋,4,2,4,51.02%,34:56,5,1-5,20%,5,2-5,40%,4,4-4,100%
9,-2,,0,0,0,1,7,43.75%,2,2,王律翔,211,王律翔,8,0,3,50.68%,21:04,5,2-5,40%,5,1-3,33.33%,2,2-2,100%
