points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,丁冠皓,375,丁冠皓,10,,,,DNP,,,,,,,,,
15,2,〇,5,10,0,2,16,55%,1,1,林俊吉,90,林俊吉,11,1,3,59.34%,36:30,6,1-6,16.67%,6,3-4,75%,6,4-6,66.67%
11,-10,,1,1,0,2,9,64.29%,0,0,陳振傑,148,陳振傑,0,2,2,62.79%,24:23,3,0-3,0%,3,3-4,75%,4,2-4,50%
,,,,,,,,,,,吳松蔚,95,吳松蔚,30,,,,DNP,,,,,,,,,
4,-6,,0,1,0,2,5,40%,1,1,吳家駿,215,吳家駿,3,0,3,40%,11:30,4,2-4,50%,4,0-1,0%,0,0-0,0%
,,,,,,,,,,,林耀宗,59,林耀宗,7,,,,DNP,,,,,,,,,
0,4,,1,1,0,1,2,0%,1,1,盧冠良,278,盧冠良,28,1,2,0%,07:59,0,0-0,0%,0,0-1,0%,0,0-0,0%
,,,,,,,,,,,周柏臣,279,周柏臣,88,,,,DNP,,,,,,,,,
16,-1,〇,2,1,0,2,14,72.73%,0,2,錢肯尼,149,錢肯尼,23,2,2,72.73%,29:36,4,2-4,50%,4,4-7,57.14%,0,0-0,0%
10,8,〇,2,0,0,2,8,55.56%,0,2,忻沃克,155,忻沃克,24,3,2,55.56%,30:50,3,2-3,66.67%,3,2-6,33.33%,0,0-0,0%
0,-9,,1,0,0,0,-1,0%,0,0,簡浩,222,簡浩,21,0,0,0%,03:12,0,0-0,0%,0,0-0,0%,0,0-0,0%
7,4,〇,2,0,2,3,9,50%,1,5,吉爾貝克,212,吉爾貝克,34,1,4,60.76%,31:13,4,2-4,50%,4,0-0,0%,4,3-4,75%
13,-4,,2,2,0,3,11,42.31%,2,4,布依德,213,布依德,42,1,5,46.83%,34:34,6,4-6,66.67%,6,1-7,14.29%,2,2-2,100%
16,-8,〇,4,5,2,7,16,44.44%,1,5,麥卡洛,253,麥卡洛,5,2,8,42.37%,30:13,13,5-13,38.46%,13,2-5,40%,2,0-2,0%
