points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
27,-8,〇,3,3,0,3,24,71.05%,1,3,高國豪,84,高國豪,4,0,4,71.05%,35:08,13,9-13,69.23%,13,3-6,50%,0,0-0,0%
3,-5,,1,0,0,1,3,150%,0,0,李家瑞,79,李家瑞,12,0,1,150%,02:56,0,0-0,0%,0,1-1,100%,0,0-0,0%
,,,,,,,,,,,宋宇軒,75,宋宇軒,5,,,,DNP,,,,,,,,,
1,-10,,4,0,0,0,-5,0%,0,3,田浩,82,田浩,9,0,0,26.6%,12:35,0,0-0,0%,0,0-1,0%,2,1-2,50%
5,-16,,2,3,1,5,11,33.33%,1,2,施顏宗,214,施顏宗,1,1,6,52.52%,19:50,2,1-2,50%,2,0-1,0%,4,3-4,75%
5,-11,,0,0,0,0,2,50%,0,0,盧冠軒,399,盧冠軒,42,0,0,50%,17:46,2,1-2,50%,2,1-3,33.33%,0,0-0,0%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
6,-15,,1,3,0,4,8,33.33%,0,1,曾柏喻,301,曾柏喻,7,0,4,43.6%,23:20,4,2-4,50%,4,0-2,0%,2,2-2,100%
,,,,,,,,,,,呂奇旻,303,呂奇旻,23,,,,DNP,,,,,,,,,
14,-11,〇,5,2,1,6,6,33.33%,0,4,艾夫伯,405,艾夫伯,24,1,6,38.72%,28:30,10,5-10,50%,10,0-5,0%,7,4-7,57.14%
13,-13,〇,2,1,1,8,21,45.45%,6,4,伊凡,404,伊凡,21,2,14,49.24%,32:27,11,5-11,45.45%,11,0-0,0%,5,3-5,60%
7,-8,〇,1,2,0,2,7,41.67%,1,2,朱雲豪,223,朱雲豪,8,0,3,50.87%,23:31,3,1-3,33.33%,3,1-3,33.33%,2,2-2,100%
2,-4,〇,2,0,0,3,4,0%,1,1,周伯勳,371,周伯勳,20,0,4,113.64%,18:37,0,0-0,0%,0,0-0,0%,2,2-2,100%
4,-19,,5,1,0,5,2,22.22%,2,5,歐獅傅,373,歐獅傅,32,2,7,22.22%,25:20,7,2-7,28.57%,7,0-2,0%,0,0-0,0%
