points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
13,-13,〇,3,7,0,6,18,55%,0,2,高國豪,84,高國豪,4,1,6,59.74%,34:53,3,1-3,33.33%,3,3-7,42.86%,2,2-2,100%
0,-4,〇,1,1,0,0,0,0%,0,4,李家瑞,79,李家瑞,12,0,0,0%,07:44,0,0-0,0%,0,0-0,0%,0,0-0,0%
7,5,,0,2,0,4,14,70%,2,3,蕭順議,80,蕭順議,11,1,6,70%,22:40,3,2-3,66.67%,3,1-2,50%,0,0-0,0%
,,,,,,,,,,,田浩,82,田浩,9,,,,DNP,,,,,,,,,
,,,,,,,,,,,施顏宗,214,施顏宗,1,,,,DNP,,,,,,,,,
3,-10,〇,0,1,0,1,4,75%,0,0,盧冠軒,399,盧冠軒,42,0,1,75%,24:50,0,0-0,0%,0,1-2,50%,0,0-0,0%
4,4,,1,2,0,1,1,30%,0,0,曾柏喻,301,曾柏喻,7,0,1,34.01%,17:02,3,0-3,0%,3,1-2,50%,2,1-2,50%
,,,,,,,,,,,張傑瑋,282,張傑瑋,0,,,,DNP,,,,,,,,,
30,4,〇,3,7,1,3,22,41.67%,3,1,艾夫伯,405,艾夫伯,24,3,6,45.34%,40:41,13,5-13,38.46%,13,5-17,29.41%,7,5-7,71.43%
,,,,,,,,,,,王子綱,368,王子綱,3,,,,DNP,,,,,,,,,
5,-1,,0,0,0,1,6,125%,0,2,朱雲豪,223,朱雲豪,8,0,1,125%,14:25,1,1-1,100%,1,1-1,100%,0,0-0,0%
27,-12,〇,2,1,1,9,25,55%,1,1,克拉,369,克拉,6,0,10,59.63%,36:25,10,5-10,50%,10,4-10,40%,6,5-6,83.33%
14,-4,,1,0,0,4,18,66.67%,4,5,狄帝,403,狄帝,21,1,8,70.85%,18:54,5,3-5,60%,5,2-4,50%,2,2-2,100%
0,1,,0,1,0,4,8,0%,3,2,周伯勳,371,周伯勳,20,1,7,0%,22:26,1,0-1,0%,1,0-0,0%,0,0-0,0%
