points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
26,5,〇,8,6,0,9,29,80%,1,1,高國豪,84,高國豪,4,1,10,79.66%,44:16,10,6-10,60%,10,4-5,80%,3,2-3,66.67%
0,-8,,1,0,0,1,-3,0%,0,1,李家瑞,79,李家瑞,12,1,1,0%,07:16,2,0-2,0%,2,0-2,0%,0,0-0,0%
6,11,〇,0,0,0,0,4,20%,1,3,蕭順議,80,蕭順議,11,1,1,44.38%,22:59,5,1-5,20%,5,0-0,0%,4,4-4,100%
,,,,,,,,,,,田浩,82,田浩,9,,,,DNP,,,,,,,,,
2,7,〇,1,0,0,4,3,25%,1,5,施顏宗,214,施顏宗,1,0,5,25%,14:39,3,1-3,33.33%,3,0-1,0%,0,0-0,0%
0,0,,0,0,0,1,1,0%,0,1,盧冠軒,399,盧冠軒,42,0,1,0%,15:36,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
4,5,,2,1,0,1,2,33.33%,0,1,曾柏喻,301,曾柏喻,7,0,1,51.55%,15:58,3,1-3,33.33%,3,0-0,0%,2,2-2,100%
28,11,〇,3,2,1,10,31,60%,1,0,艾夫伯,405,艾夫伯,24,3,11,63.06%,34:41,8,6-8,75%,8,4-12,33.33%,5,4-5,80%
0,-11,,1,0,0,0,-3,0%,0,1,王子綱,368,王子綱,3,0,0,0%,09:47,1,0-1,0%,1,0-1,0%,0,0-0,0%
0,-5,,0,0,0,0,0,0%,0,1,朱雲豪,223,朱雲豪,8,0,0,0%,02:26,0,0-0,0%,0,0-0,0%,0,0-0,0%
12,6,〇,5,3,1,9,14,41.67%,3,1,克拉,369,克拉,6,0,12,45.05%,34:17,9,2-9,22.22%,9,2-3,66.67%,3,2-3,66.67%
15,-7,,1,0,2,9,24,62.5%,4,3,狄帝,403,狄帝,21,1,13,62.5%,27:02,5,3-5,60%,5,3-7,42.86%,0,0-0,0%
1,11,,1,0,0,1,1,0%,0,1,周伯勳,371,周伯勳,20,1,1,56.82%,11:03,0,0-0,0%,0,0-0,0%,2,1-2,50%
