points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
1,-9,〇,2,2,0,0,0,0%,1,2,關達祐,58,關達祐,6,0,1,26.6%,16:57,1,0-1,0%,1,0-0,0%,2,1-2,50%
7,0,,0,4,0,3,8,37.5%,0,1,周儀翔,262,周儀翔,0,1,3,39.41%,33:24,0,0-0,0%,0,2-8,25%,2,1-2,50%
,,,,,,,,,,,林子洧,294,林子洧,10,,,,DNP,,,,,,,,,
9,1,〇,0,1,0,1,7,64.29%,0,1,張鎮衙,297,張鎮衙,27,0,1,64.29%,23:35,0,0-0,0%,0,3-7,42.86%,0,0-0,0%
33,-12,〇,4,4,0,6,40,87.5%,6,2,沃許本,299,沃許本,42,1,12,84.53%,35:44,14,11-14,78.57%,14,2-2,100%,8,5-8,62.5%
8,-6,〇,2,3,1,6,9,23.53%,4,3,伯朗,252,伯朗,21,2,10,23.53%,35:15,10,4-10,40%,10,0-7,0%,0,0-0,0%
,,,,,,,,,,,喬楚瑜,365,喬楚瑜,7,,,,DNP,,,,,,,,,
,,,,,,,,,,,陳昱翰,409,陳昱翰,8,,,,DNP,,,,,,,,,
12,8,,3,3,0,10,14,34.62%,2,4,葛拉漢,411,葛拉漢,24,0,12,41.9%,25:01,5,0-5,0%,5,3-8,37.5%,3,3-3,100%
0,2,,0,0,0,1,0,0%,0,2,李學林,406,李學林,9,0,1,0%,14:14,1,0-1,0%,1,0-0,0%,0,0-0,0%
3,-7,,3,2,1,1,4,33.33%,3,3,陳昱瑞,219,陳昱瑞,2,0,4,38.66%,20:12,2,1-2,50%,2,0-1,0%,2,1-2,50%
15,-2,〇,1,4,0,7,14,39.47%,0,0,盧峻翔,226,盧峻翔,69,2,7,39.47%,35:38,12,3-12,25%,12,3-7,42.86%,0,0-0,0%
