points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
4,0,,0,1,0,3,7,40%,0,0,賴廷恩,40,賴廷恩,0,2,3,40%,18:10,4,2-4,50%,4,0-1,0%,0,0-0,0%
0,0,,0,1,0,0,0,0%,0,1,周桂羽,46,周桂羽,8,0,0,0%,10:09,1,0-1,0%,1,0-0,0%,0,0-0,0%
0,-4,〇,0,0,1,5,-1,0%,1,4,曾祥鈞,52,曾祥鈞,21,0,6,0%,12:46,5,0-5,0%,5,0-1,0%,2,0-2,0%
13,-22,,4,0,0,1,3,54.55%,0,0,林志傑,48,林志傑,12,0,1,54.71%,23:29,4,3-4,75%,4,2-7,28.57%,2,1-2,50%
0,-3,,0,1,0,0,1,0%,0,0,蔡文誠,50,蔡文誠,14,0,0,0%,03:14,0,0-0,0%,0,0-0,0%,0,0-0,0%
8,-16,〇,1,0,0,7,10,37.5%,1,1,石門,360,石門,9,1,8,42.92%,28:43,6,3-6,50%,6,0-2,0%,3,2-3,66.67%
18,13,,0,1,0,1,19,88.89%,2,1,陳范柏彥,270,陳范柏彥,1,0,3,91.09%,20:09,2,2-2,100%,2,4-7,57.14%,2,2-2,100%
14,0,,3,4,1,9,16,27.78%,4,4,強森,269,強森,5,0,13,35.43%,34:18,11,5-11,45.45%,11,0-7,0%,4,4-4,100%
3,-6,,1,0,0,5,5,50%,0,3,謝宗融,274,謝宗融,15,0,5,50%,13:02,1,0-1,0%,1,1-2,50%,0,0-0,0%
2,-11,,0,2,0,1,3,25%,1,0,簡廷兆,275,簡廷兆,24,0,2,25%,11:06,2,1-2,50%,2,0-2,0%,0,0-0,0%
2,-2,,0,0,0,1,2,100%,0,1,伊波卡,302,伊波卡,7,0,1,69.44%,07:07,1,1-1,100%,1,0-0,0%,1,0-1,0%
6,-12,〇,0,4,0,1,2,21.43%,1,2,巴爾菲特,271,巴爾菲特,2,1,2,21.43%,32:59,9,3-9,33.33%,9,0-5,0%,0,0-0,0%
0,-4,〇,0,0,0,0,-2,0%,0,1,張文平,239,張文平,10,0,0,0%,04:23,0,0-0,0%,0,0-2,0%,0,0-0,0%
6,-3,〇,1,1,0,0,5,75%,0,2,吳永盛,229,吳永盛,6,1,0,75%,20:25,2,0-2,0%,2,2-2,100%,0,0-0,0%
