points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-8,〇,1,0,1,1,1,0%,0,1,關達祐,58,關達祐,6,0,1,0%,07:33,0,0-0,0%,0,0-0,0%,0,0-0,0%
11,18,,1,4,0,3,12,61.11%,0,0,周儀翔,262,周儀翔,0,0,3,61.11%,29:16,1,1-1,100%,1,3-8,37.5%,0,0-0,0%
,,,,,,,,,,,林子洧,294,林子洧,10,,,,DNP,,,,,,,,,
3,6,,1,0,0,0,-3,25%,0,1,張鎮衙,297,張鎮衙,27,0,0,25%,13:02,1,0-1,0%,1,1-5,20%,0,0-0,0%
5,22,,1,4,0,3,9,20%,3,2,白曜誠,298,白曜誠,30,0,6,36.98%,24:37,4,1-4,25%,4,0-1,0%,4,3-4,75%
25,13,〇,1,2,0,9,35,64.29%,6,0,沃許本,299,沃許本,42,0,15,71.35%,35:37,13,9-13,69.23%,13,0-1,0%,8,7-8,87.5%
21,17,,1,1,2,10,28,53.33%,2,3,伯朗,252,伯朗,21,1,12,61.05%,27:51,6,5-6,83.33%,6,2-9,22.22%,5,5-5,100%
,,,,,,,,,,,喬楚瑜,365,喬楚瑜,7,,,,DNP,,,,,,,,,
9,-13,〇,3,6,0,4,13,26.67%,8,3,葛拉漢,411,葛拉漢,24,1,12,28.34%,32:07,10,4-10,40%,10,0-5,0%,2,1-2,50%
0,5,,1,0,0,0,-1,0%,0,0,李學林,406,李學林,9,0,0,0%,03:15,0,0-0,0%,0,0-0,0%,0,0-0,0%
10,5,〇,0,2,0,0,11,71.43%,1,2,李家慷,218,李家慷,12,1,1,71.43%,19:20,2,2-2,100%,2,2-5,40%,0,0-0,0%
3,0,,0,0,1,2,4,37.5%,0,2,林正,64,林正,25,1,2,37.5%,12:54,2,0-2,0%,2,1-2,50%,0,0-0,0%
0,-15,,0,0,0,1,2,0%,0,1,陳昱瑞,219,陳昱瑞,2,1,1,0%,04:46,0,0-0,0%,0,0-0,0%,0,0-0,0%
17,0,〇,4,4,0,4,14,54.17%,0,3,盧峻翔,226,盧峻翔,69,0,4,61.77%,29:42,6,2-6,33.33%,6,3-6,50%,4,4-4,100%
