points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-1,,1,1,0,0,-2,0%,0,2,盧哲毅,83,盧哲毅,15,0,0,0%,08:51,0,0-0,0%,0,0-2,0%,0,0-0,0%
7,-7,〇,0,0,0,6,9,50%,0,4,張伯維,45,張伯維,77,0,6,50%,26:57,4,2-4,50%,4,1-3,33.33%,0,0-0,0%
0,1,,0,0,0,1,1,0%,0,2,陳冠全,67,陳冠全,30,0,1,0%,11:06,0,0-0,0%,0,0-0,0%,0,0-0,0%
9,3,〇,2,3,0,3,6,22.73%,1,1,施晉堯,65,施晉堯,28,1,4,35.27%,31:11,6,1-6,16.67%,6,1-5,20%,4,4-4,100%
0,4,,0,0,0,0,0,0%,0,0,邱柏璋,283,邱柏璋,6,0,0,0%,03:14,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,劉承彥,376,劉承彥,2,,,,DNP,,,,,,,,,
28,0,〇,3,1,0,4,24,65.63%,2,3,鐵米,280,鐵米,0,0,6,73.38%,35:55,8,3-8,37.5%,8,5-8,62.5%,7,7-7,100%
0,-2,,0,0,0,0,0,0%,0,0,林郅為,286,林郅為,18,0,0,0%,00:16,0,0-0,0%,0,0-0,0%,0,0-0,0%
2,6,,1,1,1,3,7,50%,1,0,丹尼爾,378,丹尼爾,35,1,4,50%,08:13,2,1-2,50%,2,0-0,0%,0,0-0,0%
16,-3,〇,0,2,2,8,22,60%,0,3,塔壁,153,塔壁,34,1,8,61.16%,40:31,10,6-10,60%,10,0-0,0%,7,4-7,57.14%
,,,,,,,,,,,李睿麒,230,李睿麒,1,,,,DNP,,,,,,,,,
8,-2,〇,1,8,2,3,16,44.44%,0,1,陳又瑋,204,陳又瑋,4,1,3,44.44%,31:56,7,4-7,57.14%,7,0-2,0%,0,0-0,0%
13,3,,2,1,0,3,11,60%,0,1,王律翔,211,王律翔,8,1,3,62.26%,25:46,3,3-3,100%,3,2-7,28.57%,1,1-1,100%
7,3,,1,0,0,2,5,35.71%,0,1,楊和,400,楊和,24,2,2,44.42%,16:04,3,1-3,33.33%,3,1-4,25%,2,2-2,100%
