points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
4,24,,1,4,0,2,8,33.33%,1,2,賴廷恩,40,賴廷恩,0,2,3,33.33%,20:46,4,2-4,50%,4,0-2,0%,0,0-0,0%
2,-16,,1,2,0,0,2,33.33%,1,0,周桂羽,46,周桂羽,8,0,1,33.33%,07:38,2,1-2,50%,2,0-1,0%,0,0-0,0%
9,22,〇,4,2,0,3,9,58.33%,2,1,曾祥鈞,52,曾祥鈞,21,0,5,65.41%,21:51,5,2-5,40%,5,1-1,100%,2,2-2,100%
5,11,,1,1,0,2,9,83.33%,2,1,林志傑,48,林志傑,12,1,4,83.33%,14:51,1,1-1,100%,1,1-2,50%,0,0-0,0%
2,-2,,0,1,0,2,4,50%,0,0,蔡文誠,50,蔡文誠,14,0,2,50%,05:51,2,1-2,50%,2,0-0,0%,0,0-0,0%
14,4,,0,0,1,2,12,50%,1,3,強森,269,強森,5,1,3,54.86%,22:13,6,4-6,66.67%,6,1-5,20%,4,3-4,75%
0,-9,,1,0,0,0,-1,0%,0,2,謝宗融,274,謝宗融,15,0,0,0%,03:52,0,0-0,0%,0,0-0,0%,0,0-0,0%
12,3,,0,3,0,2,15,78.57%,0,1,簡廷兆,275,簡廷兆,24,0,2,80.65%,24:37,5,4-5,80%,5,1-2,50%,1,1-1,100%
9,5,,2,0,1,2,10,50%,3,1,伊波卡,302,伊波卡,7,1,5,53.32%,15:07,7,4-7,57.14%,7,0-1,0%,1,1-1,100%
17,8,〇,2,1,1,8,20,62.5%,2,2,塞瑟夫,54,塞瑟夫,32,0,10,61.77%,32:57,9,6-9,66.67%,9,1-3,33.33%,4,2-4,50%
0,-6,〇,2,3,0,1,-1,0%,0,2,張宗憲,43,張宗憲,3,1,1,0%,17:03,2,0-2,0%,2,0-2,0%,0,0-0,0%
25,32,〇,2,8,2,7,36,100%,0,1,辛特力,51,辛特力,17,0,7,97.96%,35:54,2,2-2,100%,2,6-9,66.67%,4,3-4,75%
0,-7,,0,0,0,0,-2,0%,0,0,張文平,239,張文平,10,0,0,0%,02:28,1,0-1,0%,1,0-1,0%,0,0-0,0%
0,6,〇,2,1,0,0,-2,0%,1,4,吳永盛,229,吳永盛,6,1,1,0%,14:52,2,0-2,0%,2,0-1,0%,0,0-0,0%
