points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-4,,1,0,0,0,-3,0%,0,3,盧哲毅,83,盧哲毅,15,0,0,0%,02:51,0,0-0,0%,0,0-2,0%,0,0-0,0%
11,-19,〇,1,1,0,2,12,78.57%,0,4,張伯維,45,張伯維,77,2,2,78.57%,23:44,1,1-1,100%,1,3-6,50%,0,0-0,0%
0,2,,0,2,0,1,3,0%,0,0,陳冠全,67,陳冠全,30,0,1,0%,05:19,0,0-0,0%,0,0-0,0%,0,0-0,0%
0,-5,,1,0,0,1,-1,0%,0,0,邱柏璋,283,邱柏璋,6,0,1,0%,04:23,0,0-0,0%,0,0-1,0%,0,0-0,0%
0,-1,,0,1,0,0,0,0%,0,0,劉承彥,376,劉承彥,2,0,0,0%,01:56,0,0-0,0%,0,0-1,0%,0,0-0,0%
22,-7,〇,1,3,0,8,20,42.86%,0,2,鐵米,280,鐵米,0,1,8,48.33%,43:36,12,6-12,50%,12,2-9,22.22%,4,4-4,100%
3,-19,,0,0,0,1,2,50%,0,3,林郅為,286,林郅為,18,0,1,50%,08:55,0,0-0,0%,0,1-3,33.33%,0,0-0,0%
8,16,〇,2,0,2,11,20,50%,6,6,丹尼爾,378,丹尼爾,35,0,17,51.55%,25:59,6,3-6,50%,6,0-0,0%,4,2-4,50%
2,-16,,3,1,2,2,4,33.33%,2,5,塔壁,153,塔壁,34,0,4,33.33%,14:17,3,1-3,33.33%,3,0-0,0%,0,0-0,0%
21,5,,1,4,0,3,12,44.12%,1,3,呂政儒,208,呂政儒,13,0,4,47.13%,35:46,8,6-8,75%,8,1-9,11.11%,12,6-12,50%
7,-8,〇,2,3,0,4,10,50%,2,2,陳又瑋,204,陳又瑋,4,0,6,50.87%,35:07,4,3-4,75%,4,0-2,0%,2,1-2,50%
,,,,,,,,,,,王律翔,211,王律翔,8,,,,DNP,,,,,,,,,
9,1,〇,3,1,0,4,0,28.57%,0,4,楊和,400,楊和,24,1,4,30.24%,38:07,8,1-8,12.5%,8,2-6,33.33%,2,1-2,50%
