points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
9,-9,〇,7,3,0,2,1,20%,0,3,高國豪,84,高國豪,4,2,2,36.89%,33:37,6,2-6,33.33%,6,0-4,0%,5,5-5,100%
5,-7,〇,1,0,1,5,7,50%,0,3,李家瑞,79,李家瑞,12,0,5,50%,24:41,2,1-2,50%,2,1-3,33.33%,0,0-0,0%
4,-1,,3,0,0,2,1,40%,1,1,蕭順議,80,蕭順議,11,0,3,40%,11:16,4,2-4,50%,4,0-1,0%,0,0-0,0%
0,-1,,0,0,0,0,-1,0%,0,0,田浩,82,田浩,9,0,0,0%,02:29,0,0-0,0%,0,0-1,0%,0,0-0,0%
17,-3,〇,4,3,2,6,23,66.67%,6,1,霍立飛,407,霍立飛,55,0,12,61.77%,29:06,12,8-12,66.67%,12,0-0,0%,4,1-4,25%
2,-13,,0,2,0,1,5,25%,1,2,盧冠軒,399,盧冠軒,42,2,2,25%,14:46,3,1-3,33.33%,3,0-1,0%,0,0-0,0%
,,,,,,,,,,,姜廣謙,300,姜廣謙,2,,,,DNP,,,,,,,,,
6,-11,,1,2,0,1,6,60%,0,0,曾柏喻,301,曾柏喻,7,0,1,60%,17:20,4,3-4,75%,4,0-1,0%,0,0-0,0%
2,-15,,1,0,0,1,1,0%,2,1,張傑瑋,282,張傑瑋,0,1,3,20.49%,07:24,2,0-2,0%,2,0-2,0%,2,2-2,100%
11,-21,〇,3,5,2,6,11,19.23%,1,0,艾夫伯,405,艾夫伯,24,2,7,33.29%,36:38,6,1-6,16.67%,6,1-7,14.29%,8,6-8,75%
,,,,,,,,,,,王子綱,368,王子綱,3,,,,DNP,,,,,,,,,
6,-9,〇,2,1,1,3,7,60%,0,2,朱雲豪,223,朱雲豪,8,1,3,60%,24:39,1,0-1,0%,1,2-4,50%,0,0-0,0%
9,-23,,2,0,3,5,10,35.71%,0,2,克拉,369,克拉,6,0,5,51.37%,26:41,5,1-5,20%,5,1-2,50%,4,4-4,100%
0,-12,,2,0,0,3,0,0%,1,3,周伯勳,371,周伯勳,20,0,4,0%,11:23,2,0-2,0%,2,0-0,0%,0,0-0,0%
