points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
11,5,〇,3,8,0,1,15,42.31%,2,0,高國豪,84,高國豪,4,4,3,42.31%,35:58,11,4-11,36.36%,11,1-2,50%,0,0-0,0%
0,-6,〇,4,1,1,0,-4,0%,0,1,李家瑞,79,李家瑞,12,0,0,0%,10:50,0,0-0,0%,0,0-2,0%,0,0-0,0%
7,-1,〇,0,1,0,2,6,42.86%,0,1,蕭順議,80,蕭順議,11,1,2,44.42%,25:26,6,3-6,50%,6,0-1,0%,2,1-2,50%
,,,,,,,,,,,田浩,82,田浩,9,,,,DNP,,,,,,,,,
5,-5,,0,0,0,0,5,62.5%,1,2,施顏宗,214,施顏宗,1,1,1,62.5%,09:10,2,1-2,50%,2,1-2,50%,0,0-0,0%
11,7,〇,0,0,1,5,17,62.5%,6,0,霍立飛,407,霍立飛,55,0,11,56.35%,18:58,8,5-8,62.5%,8,0-0,0%,4,1-4,25%
2,-8,,1,0,0,0,1,100%,0,0,盧冠軒,399,盧冠軒,42,0,0,100%,11:24,1,1-1,100%,1,0-0,0%,0,0-0,0%
2,0,,0,2,0,2,2,20%,0,3,曾柏喻,301,曾柏喻,7,0,2,20%,15:29,4,1-4,25%,4,0-1,0%,0,0-0,0%
7,5,,0,3,0,2,8,40%,0,4,張傑瑋,282,張傑瑋,0,0,2,51.78%,15:50,4,2-4,50%,4,0-1,0%,4,3-4,75%
31,3,〇,4,2,3,7,28,59.09%,0,3,艾夫伯,405,艾夫伯,24,1,7,64.05%,38:25,7,4-7,57.14%,7,6-15,40%,5,5-5,100%
2,-1,,1,1,0,0,1,50%,0,1,王子綱,368,王子綱,3,0,0,50%,03:51,1,1-1,100%,1,0-1,0%,0,0-0,0%
13,12,,0,0,0,5,12,66.67%,0,4,朱雲豪,223,朱雲豪,8,0,5,65.79%,25:37,1,0-1,0%,1,4-8,50%,2,1-2,50%
8,-6,,1,0,1,6,19,57.14%,7,1,狄帝,403,狄帝,21,1,13,57.14%,29:02,7,4-7,57.14%,7,0-0,0%,0,0-0,0%
,,,,,,,,,,,周伯勳,371,周伯勳,20,,,,DNP,,,,,,,,,
