points,positive,starter,turnover,ast,blk,reb_d,eff,efgp,reb_o,pfoul,name_alt,player_id,name,jersey,stl,reb,tsp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,丁冠皓,375,丁冠皓,10,,,,DNP,,,,,,,,,
16,4,〇,7,11,0,2,15,41.67%,3,4,林俊吉,90,林俊吉,11,0,5,51.55%,38:50,6,2-6,33.33%,6,2-6,33.33%,8,6-8,75%
0,0,,0,0,0,0,0,0%,0,0,李德威,94,李德威,26,0,0,0%,00:01,0,0-0,0%,0,0-0,0%,0,0-0,0%
11,-7,,0,0,0,0,7,55%,1,3,陳振傑,148,陳振傑,0,0,1,55%,23:03,6,4-6,66.67%,6,1-4,25%,0,0-0,0%
0,-6,,0,2,0,0,-1,0%,0,3,吳家駿,215,吳家駿,3,0,0,0%,07:11,2,0-2,0%,2,0-1,0%,0,0-0,0%
,,,,,,,,,,,林耀宗,59,林耀宗,7,,,,DNP,,,,,,,,,
5,-6,,1,0,0,0,0,41.67%,0,0,盧冠良,278,盧冠良,28,0,0,41.67%,18:36,3,1-3,33.33%,3,1-3,33.33%,0,0-0,0%
,,,,,,,,,,,周柏臣,279,周柏臣,88,,,,DNP,,,,,,,,,
10,1,〇,1,2,0,2,14,33.33%,4,4,錢肯尼,149,錢肯尼,23,1,6,57.87%,23:38,4,2-4,50%,4,0-2,0%,6,6-6,100%
8,11,〇,0,0,0,3,6,28.57%,0,2,忻沃克,155,忻沃克,24,0,3,45.66%,30:22,4,2-4,50%,4,0-3,0%,4,4-4,100%
0,9,,1,0,0,0,-1,0%,0,0,簡浩,222,簡浩,21,0,0,0%,02:19,0,0-0,0%,0,0-0,0%,0,0-0,0%
13,-16,〇,4,0,3,6,19,71.43%,4,4,吉爾貝克,212,吉爾貝克,34,0,10,74.2%,31:44,7,5-7,71.43%,7,0-0,0%,4,3-4,75%
14,16,,2,2,0,6,15,39.29%,5,6,布依德,213,布依德,42,0,11,44.42%,21:16,8,4-8,50%,8,1-6,16.67%,4,3-4,75%
26,4,〇,2,3,2,16,34,58.33%,0,2,麥卡洛,253,麥卡洛,5,0,16,61.67%,43:00,12,6-12,50%,12,3-6,50%,7,5-7,71.43%
