points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
14,-29,1485,〇,3,2,0,9,14,33.3%,4,0,1,2,,羅賓森,247,,0,,1,0,3,10,41.8%,5,7,39.1%,24:45,12,5-12,41.7%,3,0-3,0%,4,4-4,100%
,,,,,,,,,,,,,,,喬丹,220,,1,,,,,,,,,,DNP,,,,,,,,,
5,-30,2234,〇,1,2,0,0,-1,25%,1,1,0,1,,吳家駿,215,,3,G,0,0,2,0,28.2%,2,4,12.7%,37:14,6,2-6,33.3%,2,0-2,0%,2,1-2,50%
,,,,,,,,,,,,,,,施顏宗,214,,5,,,,,,,,,,DNP,,,,,,,,,
19,-16,1914,,0,3,1,3,25,69.2%,1,0,1,3,,關達祐,58,,6,G,4,4,3,4,70.7%,3,3,20.6%,31:54,6,3-6,50%,7,4-7,57.1%,1,1-1,100%
4,-7,1262,,1,3,0,4,8,22.2%,0,0,3,1,,林耀宗,59,,7,G,2,0,0,7,22.2%,2,7,22.6%,21:02,9,2-9,22.2%,0,0-0,0%,0,0-0,0%
0,3,670,,3,3,0,0,-1,0%,0,0,0,0,,李家慷,218,,12,G,1,0,0,0,0%,0,2,21.6%,11:10,2,0-2,0%,0,0-0,0%,0,0-0,0%
4,-7,1127,,2,1,0,3,4,50%,2,1,0,2,,陳昱瑞,219,,13,,0,0,0,3,60.2%,1,1,14%,18:47,2,1-2,50%,0,0-0,0%,3,2-3,66.7%
4,-13,1979,〇,2,0,1,4,1,12.5%,2,0,1,4,,林正,64,,25,,0,0,1,5,22.5%,1,6,16.2%,32:59,7,1-7,14.3%,1,0-1,0%,2,2-2,100%
12,-12,2031,〇,2,2,1,2,8,42.9%,0,0,0,1,,施晉堯,65,,28,G,2,2,3,2,42.9%,3,6,23%,33:51,9,3-9,33.3%,5,2-5,40%,0,0-0,0%
3,-19,1698,〇,2,1,1,2,0,0%,3,1,2,1,,陳冠全,67,,30,G,1,0,4,4,17.1%,0,3,18.3%,28:18,3,0-3,0%,4,0-4,0%,4,3-4,75%
,,,,,,,,,,,,,,,溫立煌,225,,45,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,盧峻翔,226,,69,,,,,,,,,,DNP,,,,,,,,,
