points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,戴瑞騰,203,,0,,,,,,,,,,DNP,,,,,,,,,
8,-9,2310,〇,3,7,0,3,14,44.4%,0,0,1,2,,陳又瑋,204,,4,,3,0,1,4,44.4%,4,4,14.3%,38:30,8,4-8,50%,1,0-1,0%,0,0-0,0%
19,-7,2724,〇,3,1,0,2,12,55.9%,0,0,0,2,,周儀翔,262,,6,,2,3,5,2,55.9%,5,4,20.2%,45:24,9,5-9,55.6%,8,3-8,37.5%,0,0-0,0%
3,-3,680,,1,1,0,0,2,50%,0,0,1,3,,王律翔,211,,8,,0,1,1,1,50%,0,1,16.5%,11:20,1,0-1,0%,2,1-2,50%,0,0-0,0%
0,-5,288,,1,1,0,0,0,0%,0,0,1,1,,王柏智,89,,10,,0,0,0,1,0%,0,1,22.7%,04:48,1,0-1,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,林均濠,206,,11,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,鄭德維,207,,12,,,,,,,,,,DNP,,,,,,,,,
15,-5,2337,〇,1,3,1,5,11,32.4%,4,1,1,1,,呂政儒,208,,13,,0,1,8,6,39.1%,4,4,24.1%,38:57,8,4-8,50%,9,1-9,11.1%,5,4-5,80%
6,-12,1130,,1,1,0,3,5,37.5%,0,0,0,1,,盧哲毅,83,,15,,2,2,4,3,37.5%,0,2,22.7%,18:50,2,0-2,0%,6,2-6,33.3%,0,0-0,0%
36,-1,2493,〇,2,4,1,10,43,73.9%,2,1,3,3,,班尼特,255,Anthony Bennett,20,,1,6,4,13,74%,8,5,29.1%,41:33,13,8-13,61.5%,10,6-10,60%,3,2-3,66.7%
0,1,388,,0,0,0,0,-3,0%,0,0,0,1,,藍少甫,209,,23,,0,0,1,0,0%,0,2,22.7%,06:28,2,0-2,0%,1,0-1,0%,0,0-0,0%
7,-14,2050,〇,2,10,1,6,21,41.7%,2,1,0,3,,布朗,243,,24,,4,1,3,6,47.8%,1,1,12.4%,34:10,2,1-2,50%,4,1-4,25%,3,2-3,66.7%
,,,,,,,,,,,,,,,楊浩之,210,,30,,,,,,,,,,DNP,,,,,,,,,
