points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
15,-23,1747,〇,1,6,0,8,18,38.9%,1,3,4,4,,喬丹,220,Jordan Tolbert,1,,0,0,1,12,38%,7,10,30.8%,29:07,17,7-17,41.2%,1,0-1,0%,4,1-4,25%
3,-28,1752,〇,0,5,0,1,9,50%,0,0,2,4,,吳家駿,215,,3,G,0,1,2,3,50%,0,0,4.5%,29:12,0,0-0,0%,3,1-3,33.3%,0,0-0,0%
0,-28,1137,〇,0,1,0,4,2,0%,0,2,3,1,,施顏宗,214,,5,G,2,0,3,7,0%,0,3,16.5%,18:57,3,0-3,0%,3,0-3,0%,2,0-2,0%
6,-9,1295,,1,1,0,2,5,28.6%,2,0,1,3,,關達祐,58,,6,G,1,0,3,3,38.1%,2,2,18.2%,21:35,4,2-4,50%,3,0-3,0%,2,2-2,100%
7,-6,1032,,1,0,0,3,6,50%,1,1,1,0,,林耀宗,59,,7,G,0,0,0,4,50.9%,3,3,20%,17:12,6,3-6,50%,0,0-0,0%,2,1-2,50%
2,-20,1275,,2,0,0,1,0,25%,0,0,1,1,,李家慷,218,,12,G,1,0,2,2,25%,1,1,12.3%,21:15,2,1-2,50%,2,0-2,0%,0,0-0,0%
22,-31,2300,〇,1,1,0,3,15,55.6%,2,1,1,2,,施晉堯,65,,28,G,0,4,5,4,56.9%,4,5,23%,38:20,9,4-9,44.4%,9,4-9,44.4%,3,2-3,66.7%
4,-9,1414,,0,3,0,6,8,0%,4,0,1,2,,陳冠全,67,,30,G,2,0,3,7,20.5%,0,5,18.3%,23:34,5,0-5,0%,3,0-3,0%,4,4-4,100%
2,-2,430,,1,1,0,1,0,20%,0,0,1,1,,溫立煌,225,,45,,0,0,0,2,20%,1,4,36.9%,07:10,5,1-5,20%,0,0-0,0%,0,0-0,0%
16,-14,2018,〇,5,0,1,3,6,47.1%,0,0,1,2,,盧峻翔,226,,69,,1,4,9,4,47.1%,2,2,28.7%,33:38,4,2-4,50%,13,4-13,30.8%,0,0-0,0%
