points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,1,119,,0,0,0,0,1,0%,0,0,0,0,,賴廷恩,40,,0,,1,0,0,0,0%,0,0,0%,01:59,0,0-0,0%,0,0-0,0%,0,0-0,0%
11,23,1693,〇,1,3,0,1,9,50%,0,0,0,2,,林書緯,41,,1,,2,3,6,1,50%,1,1,19.7%,28:13,2,1-2,50%,9,3-9,33.3%,0,0-0,0%
12,26,1261,,0,1,0,3,14,75%,0,0,1,1,,簡偉儒,42,,2,,1,4,3,4,75%,0,1,17.5%,21:01,1,0-1,0%,7,4-7,57.1%,0,0-0,0%
8,-6,1024,〇,1,1,0,2,6,36.4%,0,0,0,0,,張宗憲,43,,3,,3,0,4,2,36.4%,4,3,32.5%,17:04,7,4-7,57.1%,4,0-4,0%,0,0-0,0%
3,-2,808,,0,1,0,0,3,75%,0,0,0,0,,周桂羽,46,,8,,0,1,1,0,75%,0,0,7.1%,13:28,0,0-0,0%,2,1-2,50%,0,0-0,0%
23,23,1298,,1,4,0,8,29,78.6%,1,1,1,0,,林志傑,48,,12,,0,4,4,9,77.3%,5,1,34.8%,21:38,6,5-6,83.3%,8,4-8,50%,2,1-2,50%
6,7,1218,〇,0,2,0,2,8,100%,0,2,0,3,,林孟學,49,,13,,0,0,0,2,77.3%,3,0,8.9%,20:18,3,3-3,100%,0,0-0,0%,2,0-2,0%
0,-6,171,,0,0,0,0,-1,0%,0,0,0,1,,蔡文誠,50,,14,,0,0,1,0,0%,0,0,23%,02:51,0,0-0,0%,1,0-1,0%,0,0-0,0%
13,13,2230,〇,2,6,0,8,17,33.3%,3,0,1,2,,辛特力,51,,17,,1,0,6,9,39.8%,5,4,22.8%,37:10,9,5-9,55.6%,6,0-6,0%,3,3-3,100%
10,26,1075,,0,1,0,8,16,75%,1,1,0,0,,曾祥鈞,52,,21,,0,1,0,8,72.7%,3,2,18.6%,17:55,5,3-5,60%,1,1-1,100%,2,1-2,50%
3,1,238,,1,0,0,0,1,50%,0,0,0,0,,張耕淯,66,,29,,1,1,1,0,50%,0,1,61.4%,03:58,1,0-1,0%,2,1-2,50%,0,0-0,0%
18,8,2215,〇,2,4,1,6,29,66.7%,2,1,7,4,,塞瑟夫,54,,32,,1,2,0,13,67.6%,5,5,19.6%,36:55,10,5-10,50%,2,2-2,100%,3,2-3,66.7%
2,-4,1050,,2,2,0,5,5,33.3%,0,0,0,0,,曾文鼎,56,,76,,0,0,0,5,33.3%,1,2,13.5%,17:30,3,1-3,33.3%,0,0-0,0%,0,0-0,0%
