points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,陳振傑,148,,0,,,,,,,,,,DNP,,,,,,,,,
11,-11,2229,〇,2,1,1,3,9,37.5%,2,0,2,3,,成力煥,72,,7,,1,1,3,5,42.7%,3,5,17.3%,37:09,8,3-8,37.5%,4,1-4,25%,2,2-2,100%
,,,,,,,,,,,,,,,王振原,227,,8,,,,,,,,,,DNP,,,,,,,,,
15,2,1808,,0,2,0,1,9,40.6%,2,2,1,3,,林俊吉,90,,11,,3,3,5,2,42.2%,2,6,25.5%,30:08,8,2-8,25%,8,3-8,37.5%,4,2-4,50%
15,-8,1372,〇,3,1,0,0,5,46.7%,1,0,1,2,,吳永盛,229,,14,,0,2,1,1,48.6%,4,8,36.1%,22:52,12,4-12,33.3%,3,2-3,66.7%,1,1-1,100%
,,,,,,,,,,,,,,,楊盛硯,93,,18,,,,,,,,,,DNP,,,,,,,,,
3,-3,2267,,0,2,0,3,9,18.8%,0,0,5,2,,簡浩,222,,21,,3,1,6,8,18.8%,0,1,9.3%,37:47,1,0-1,0%,7,1-7,14.3%,0,0-0,0%
13,-1,2648,〇,0,5,0,10,25,42.9%,1,0,3,5,,錢肯尼,149,,23,,3,2,3,13,45%,3,6,14.2%,44:08,9,3-9,33.3%,5,2-5,40%,1,1-1,100%
2,1,777,,0,1,0,2,4,33.3%,0,0,1,2,,忻沃克,155,Randall Walko,24,,0,0,2,3,33.3%,1,0,10.8%,12:57,1,1-1,100%,2,0-2,0%,0,0-0,0%
2,9,955,,1,0,1,3,0,16.7%,0,0,0,5,,李德威,94,,26,,0,0,3,3,16.7%,1,2,20.1%,15:55,3,1-3,33.3%,3,0-3,0%,0,0-0,0%
4,-21,1085,〇,3,0,3,4,5,20%,2,2,2,6,,吉爾貝克,212,,34,,1,0,0,6,29.6%,1,4,23.4%,18:05,5,1-5,20%,0,0-0,0%,4,2-4,50%
15,2,2759,〇,3,4,1,10,9,22.9%,4,2,3,3,,布依德,213,,42,,0,1,12,13,28.2%,4,7,28.4%,45:59,11,4-11,36.4%,13,1-13,7.7%,6,4-6,66.7%
,,,,,,,,,,,,,,,鄭子洋,242,,97,,,,,,,,,,DNP,,,,,,,,,
